id;appeal_date;appeal_nr;phase;date_state_grounds_filed;date_interloc_revision;result;result_date
2742857;2010-12-21;"T2497/10-3204";"opposition";2011-03-21;9999-12-31;"REVOCATION OF THE PATENT";2014-04-30
302114;2006-02-06;"T0715/06-3206";"examination";2006-04-11;9999-12-31;"REMITTAL FOR GRANT";2009-01-12
2012133;2012-02-07;"T0276/12-3204";"opposition";2012-05-14;9999-12-31;"APPEAL OF PROPRIETOR REJECTED";2015-06-17
102020;2012-08-22;"T2457/12-3502";"opposition";2012-11-09;9999-12-31;"MAINTENANCE IN AMENDED FORM";2015-08-05
1927846;2010-12-28;"T2534/10-3204";"opposition";2011-03-01;9999-12-31;"CONTINUATION OF OPPOSITION PROCEDURE";2012-04-23
1978184;2009-03-20;"T0704/09-3502";"opposition";2009-06-08;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2013-02-19
2703517;2010-03-18;"T0593/10-3204";"opposition";2010-07-05;9999-12-31;"WITHDRAWAL OF APPEAL OF THE OPPONENT";2013-09-03
116047;2007-09-04;"T1471/07-3204";"opposition";9999-12-31;9999-12-31;"";9999-12-31
116047;2007-09-19;"T1471/07-3204";"opposition";2007-11-19;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2009-10-19
1927846;2014-08-12;"T1711/14-3204";"opposition";2014-11-19;9999-12-31;"MAINTENANCE IN AMENDED FORM";2018-02-23
4739202;2012-05-04;"T1058/12-3204";"opposition";2012-07-04;9999-12-31;"MAINTENANCE IN UNAMENDED FORM";2016-06-16
4739202;2012-05-04;"T1058/12-3204";"opposition";9999-12-31;9999-12-31;"MAINTENANCE IN UNAMENDED FORM";2016-06-16
305969;2008-05-14;"T0960/08-3401";"opposition";2008-05-14;9999-12-31;"APPEAL OF OPPONENT INADMISSIBLE";2011-12-01
2777070;2013-06-26;"T1526/13-3204";"opposition";2013-08-14;9999-12-31;"MAINTENANCE IN AMENDED FORM";2017-12-20
2777070;2013-07-08;"T1526/13-3204";"opposition";2013-09-04;9999-12-31;"MAINTENANCE IN AMENDED FORM";2017-12-20
125115;2012-02-16;"T0549/12-3204";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2012-04-04
1250001;2008-07-04;"T1981/08-3201";"examination";2008-10-02;9999-12-31;"REMITTAL FOR GRANT";2010-05-07
2396185;2011-06-29;"T1471/11-3207";"opposition";2011-07-26;9999-12-31;"APPEAL OF OPPONENT REJECTED";2014-05-09
926412;2009-10-12;"T0511/10-3204";"examination";2010-01-18;9999-12-31;"APPEAL OF APPLICANT REJECTED";2010-12-03
3025997;2017-09-27;"T2194/17-3502";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2018-01-03
2025882;2010-12-28;"T2535/10-3204";"opposition";2011-02-28;9999-12-31;"REVOCATION OF THE PATENT";2014-05-07
1124075;2008-01-17;"T1382/08-3401";"examination";2008-01-17;9999-12-31;"CONTINUATION OF EXAMINATION PROCEDURE";2009-03-30
1943572;2011-01-17;"T0143/11-3204";"opposition";2011-03-22;9999-12-31;"APPEAL OF OPPONENT REJECTED";2013-03-06
1113588;2011-09-20;"T2076/11-3503";"opposition";2012-01-23;9999-12-31;"CONTINUATION OF OPPOSITION PROCEDURE";2012-05-21
1113588;2013-06-04;"T1298/13-3503";"opposition";2013-08-21;9999-12-31;"APPEAL OF PROPRIETOR REJECTED";2016-11-08
2005621;2009-05-22;"T1159/09-3206";"opposition";2009-07-27;9999-12-31;"WITHDRAWAL OF APPEAL OF THE OPPONENT";2010-04-26
1811159;2014-03-26;"T1183/15-3503";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2015-04-29
1420061;2008-08-01;"T1501/08-3206";"opposition";2008-10-10;9999-12-31;"APPEAL OF OPPONENT REJECTED";2010-03-23
2748656;2018-01-29;"T0277/18-3204";"opposition";2018-05-04;9999-12-31;"";9999-12-31
2748656;2018-03-01;"T0277/18-3204";"opposition";2018-04-26;9999-12-31;"";9999-12-31
1948133;2013-01-02;"T0059/13-3204";"opposition";2013-02-20;9999-12-31;"REVOCATION OF THE PATENT";2017-04-28
3709662;2011-05-31;"T1225/11-3204";"opposition";9999-12-31;9999-12-31;"APPEAL OF PROPRIETOR INADMISSIBLE";2012-05-02
1951485;2009-03-24;"T0683/09-3502";"opposition";2009-05-25;9999-12-31;"APPEAL OF PROPRIETOR REJECTED";2012-06-28
910815;2010-02-25;"T0457/10-3204";"opposition";2010-06-18;9999-12-31;"CONTINUATION OF OPPOSITION PROCEDURE";2014-02-07
7765077;2016-08-17;"T1898/16-3204";"opposition";2016-11-11;9999-12-31;"";9999-12-31
7765077;2016-08-19;"T1898/16-3204";"opposition";2016-11-03;9999-12-31;"";9999-12-31
11190276;2018-03-09;"T0675/18-3204";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE OPPONENT";2018-05-03
2386012;2007-07-02;"T1584/07-3204";"examination";2007-09-03;9999-12-31;"APPLICATION DEEMED TO BE WITHDRAWN";2008-08-27
922390;2012-04-18;"T0961/12-3205";"opposition";2012-06-27;9999-12-31;"MAINTENANCE IN AMENDED FORM";2015-11-25
2706761;2012-11-22;"T2434/12-3204";"opposition";2013-01-21;9999-12-31;"CONTINUATION OF OPPOSITION PROCEDURE";2017-03-08
1983474;2009-05-28;"T1188/09-3204";"opposition";2009-08-03;9999-12-31;"CONTINUATION OF OPPOSITION PROCEDURE";2011-04-07
965855;2007-10-01;"";"opposition";9999-12-31;9999-12-31;"";9999-12-31
965855;2007-10-09;"T1706/07-3204";"opposition";2007-12-10;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2008-12-02
922390;2012-05-02;"T0961/12-3205";"opposition";2012-07-02;9999-12-31;"MAINTENANCE IN AMENDED FORM";2015-11-25
3787656;2011-04-27;"T0977/11-3204";"opposition";2011-04-27;9999-12-31;"CONTINUATION OF OPPOSITION PROCEDURE";2014-10-07
8805381;2017-03-31;"T0840/17-3502";"opposition";2017-06-16;9999-12-31;"";9999-12-31
8805381;2017-04-06;"T0840/17-3502";"opposition";2017-06-15;9999-12-31;"";9999-12-31
2748656;2018-03-05;"T0277/18-3204";"opposition";2018-05-02;9999-12-31;"";9999-12-31
4018803;2012-01-24;"T0192/12-3204";"opposition";2012-03-30;9999-12-31;"MAINTENANCE IN AMENDED FORM";2015-06-19
2719883;2013-06-14;"T1489/13-3204";"opposition";2013-08-14;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2017-11-13
5758982;2013-11-21;"T0663/14-3201";"examination";2014-02-07;9999-12-31;"WITHDRAWAL OF APPEAL OF THE APPLICANT";2015-02-12
204098;2016-06-01;"T1350/16-3203";"opposition";2016-07-29;9999-12-31;"";9999-12-31
204098;2016-06-02;"T1350/16-3203";"opposition";2016-08-01;9999-12-31;"";9999-12-31
8007726;2018-04-26;"T1114/18-3204";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2018-05-17
4719942;2016-05-23;"T1490/16-3502";"opposition";2016-07-25;9999-12-31;"";9999-12-31
5790091;2014-02-17;"T0501/14-3502";"opposition";2014-05-16;9999-12-31;"";9999-12-31
6777406;2017-07-28;"T2655/17-3502";"examination";2017-11-27;9999-12-31;"";9999-12-31
9708034;2015-06-30;"T1345/15-3204";"opposition";2015-08-31;9999-12-31;"CLOSURE OF THE OPPOSITION PROCEDURE";2016-05-06
3710530;2011-10-24;"T2252/11-3203";"opposition";2011-11-16;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2015-11-06
5109416;2013-10-08;"T2142/13-3502";"opposition";2013-12-09;9999-12-31;"";9999-12-31
7704711;2014-02-27;"T0455/14-3204";"opposition";2014-05-09;9999-12-31;"";9999-12-31
2801864;2013-01-09;"T0064/13-3204";"opposition";2013-03-27;9999-12-31;"MAINTENANCE IN AMENDED FORM";2017-05-17
3710530;2011-11-07;"T2252/11-3203";"opposition";2012-01-24;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2015-11-06
3815067;2009-12-16;"T2422/09-3204";"opposition";2010-03-17;9999-12-31;"REVOCATION OF THE PATENT";2011-03-17
1983863;2012-08-30;"T1906/12-3204";"opposition";2012-11-02;9999-12-31;"MAINTENANCE IN AMENDED FORM";2017-02-17
2801864;2013-01-29;"T0064/13-3204";"opposition";9999-12-31;9999-12-31;"MAINTENANCE IN AMENDED FORM";2017-05-17
3710530;2011-11-25;"T2252/11-3203";"opposition";2012-02-06;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2015-11-06
3815067;2010-01-13;"T2422/09-3204";"opposition";2010-03-26;9999-12-31;"REVOCATION OF THE PATENT";2011-03-17
5797309;2016-01-25;"T1017/16-3201";"examination";2016-04-14;9999-12-31;"";9999-12-31
9165355;2018-02-26;"T0556/18-3204";"opposition";2018-04-25;9999-12-31;"";9999-12-31
8017519;2017-03-30;"T0807/17-3204";"opposition";2017-05-30;9999-12-31;"";9999-12-31
8152006;2013-02-15;"T0393/13-3502";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE OPPONENT";2015-10-19
960619;2012-04-20;"T1028/12-3502";"opposition";2012-07-05;9999-12-31;"APPEAL OF PROPRIETOR REJECTED";2016-12-06
7075883;2011-03-15;"T0578/11-3205";"opposition";2011-05-23;9999-12-31;"REVOCATION OF THE PATENT";2015-08-11
4772408;2013-11-08;"";"examination";2013-11-13;2014-01-10;"";9999-12-31
5257289;2009-05-15;"T1934/09-3206";"examination";2009-07-23;9999-12-31;"APPEAL OF APPLICANT REJECTED";2010-07-20
9737382;2017-02-28;"T0531/17-3204";"opposition";2017-05-02;9999-12-31;"";9999-12-31
9737382;2017-03-02;"T0531/17-3204";"opposition";2017-05-02;9999-12-31;"";9999-12-31
3723566;2013-05-08;"T1142/13-3204";"opposition";2013-07-12;9999-12-31;"APPEAL OF OPPONENT REJECTED";2017-11-08
7020028;2012-02-24;"T0514/12-3503";"opposition";2012-04-20;9999-12-31;"APPEAL OF PROPRIETOR REJECTED";2016-01-20
9703722;2017-01-23;"T0214/17-3502";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2017-03-20
4016618;2012-04-13;"T1544/12-3204";"examination";2012-06-12;9999-12-31;"APPEAL OF APPLICANT REJECTED";2013-07-31
2021798;2012-02-24;"T0482/12-3208";"opposition";2012-04-30;9999-12-31;"APPEAL OF OPPONENT REJECTED";2014-01-16
4255282;2016-09-21;"T2171/16-3204";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE OPPONENT";2016-11-03
5753558;2016-03-02;"T0540/16-3204";"opposition";2016-05-02;9999-12-31;"";9999-12-31
8021423;2017-05-09;"T1126/17-3204";"opposition";2017-07-06;9999-12-31;"";9999-12-31
4739904;2015-09-15;"T1833/15-3502";"opposition";2015-11-20;9999-12-31;"";9999-12-31
6005423;2014-07-23;"T1616/14-3402";"opposition";2014-10-06;9999-12-31;"";9999-12-31
3814464;2017-06-16;"T1376/17-3204";"opposition";2017-08-17;9999-12-31;"";9999-12-31
4768637;2011-08-04;"T2333/11-3402";"examination";2011-10-21;9999-12-31;"APPLICATION DEEMED TO BE WITHDRAWN";2014-08-29
7704711;2014-02-28;"T0455/14-3204";"opposition";2014-04-28;9999-12-31;"";9999-12-31
9731435;2017-08-08;"T2313/17-3504";"examination";2017-09-27;9999-12-31;"";9999-12-31
3775316;2016-02-01;"T0220/16-3204";"opposition";2016-03-30;9999-12-31;"";9999-12-31
3816335;2013-02-20;"T0486/13-3204";"opposition";2013-04-19;9999-12-31;"REVOCATION OF THE PATENT";2017-06-14
3816335;2013-02-20;"T0486/13-3204";"opposition";2013-04-22;9999-12-31;"REVOCATION OF THE PATENT";2017-06-14
8802874;2014-12-11;"T2284/14-3503";"opposition";2015-03-05;9999-12-31;"";9999-12-31
10706992;2017-10-17;"T2342/17-3204";"opposition";2017-12-15;9999-12-31;"";9999-12-31
1983474;2013-05-23;"T1261/13-3204";"opposition";2013-07-19;9999-12-31;"";9999-12-31
3075169;2007-04-03;"T0547/07-3205";"opposition";9999-12-31;9999-12-31;"";9999-12-31
1811203;2016-02-22;"T0447/16-3502";"opposition";2016-04-20;9999-12-31;"";9999-12-31
3819021;2013-02-25;"T0526/13-3502";"opposition";2013-04-24;9999-12-31;"";9999-12-31
9789274;2014-12-11;"T2280/14-3204";"opposition";2015-03-12;9999-12-31;"WITHDRAWAL OF APPEAL OF THE OPPONENT";2018-07-24
6762842;2015-06-17;"T1254/15-3204";"opposition";2015-09-24;9999-12-31;"";9999-12-31
7013723;2016-06-01;"T1391/16-3205";"opposition";2016-08-03;9999-12-31;"";9999-12-31
12175578;2017-02-22;"T0483/17-3208";"opposition";2017-04-27;9999-12-31;"";9999-12-31
92908256;2003-10-21;"T1110/03-3502";"opposition";2003-12-23;9999-12-31;"CONTINUATION OF OPPOSITION PROCEDURE";2004-10-04
4762822;2015-09-01;"T1778/15-3204";"opposition";2015-11-10;9999-12-31;"";9999-12-31
4762822;2015-09-11;"T1778/15-3204";"opposition";2015-11-10;9999-12-31;"";9999-12-31
2740489;2012-04-17;"";"opposition";2012-07-02;9999-12-31;"";9999-12-31
2740489;2012-04-20;"T0983/12-3204";"opposition";2012-06-21;9999-12-31;"REVOCATION OF THE PATENT";2016-05-31
6711787;2017-07-26;"T1666/17-3208";"opposition";2017-10-09;9999-12-31;"";9999-12-31
6711787;2017-08-03;"T1666/17-3208";"opposition";2017-09-07;9999-12-31;"";9999-12-31
7856251;2013-07-25;"T1665/13-3201";"opposition";2013-09-17;9999-12-31;"APPEAL OF PROPRIETOR REJECTED";2018-03-07
10179276;2014-03-19;"T1244/14-3502";"examination";2014-05-20;9999-12-31;"";9999-12-31
11382142;2017-04-21;"T1012/17-3502";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE OPPONENT";2017-06-09
88310877;1994-12-15;"T0967/94-3402";"opposition";9999-12-31;9999-12-31;"APPEAL OF OPPONENT INADMISSIBLE";1995-10-23
92920422;2000-06-09;"T0748/00-3308";"opposition";2000-08-17;9999-12-31;"MAINTENANCE IN AMENDED FORM";2003-09-22
10775762;2017-03-20;"T0685/17-3401";"opposition";2017-05-12;9999-12-31;"";9999-12-31
11799885;2018-05-23;"T1324/18-3204";"opposition";2018-07-02;9999-12-31;"";9999-12-31
6711787;2017-08-08;"T1666/17-3208";"opposition";2017-10-18;9999-12-31;"";9999-12-31
6711787;2017-08-17;"T1666/17-3208";"opposition";2017-10-16;9999-12-31;"";9999-12-31
7013725;2012-01-10;"T0041/12-3206";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2012-03-08
94300572;1998-03-19;"T0603/98-3204";"examination";1998-06-02;9999-12-31;"WITHDRAWAL OF APPLICATION";2001-08-13
1107921;2005-03-17;"J0010/05-3101";"examination";2005-05-27;9999-12-31;"";9999-12-31
1270701;2013-12-18;"T2507/13-3204";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2014-02-12
8016913;2016-04-11;"T1009/16-3502";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2016-06-02
1972030;2013-05-14;"T1163/13-3502";"opposition";2013-08-02;9999-12-31;"";9999-12-31
1972030;2013-06-17;"T1163/13-3502";"opposition";2013-08-15;9999-12-31;"";9999-12-31
8865971;2015-03-19;"T0562/15-3502";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2015-04-29
3253675;2010-01-05;"T0799/10-3303";"examination";2010-03-11;9999-12-31;"WITHDRAWAL OF APPEAL OF THE APPLICANT";2014-04-11
3075169;2007-04-12;"T0547/07-3205";"opposition";9999-12-31;9999-12-31;"";9999-12-31
3075169;2007-04-16;"T0547/07-3205";"opposition";2007-06-12;9999-12-31;"APPEAL OF OPPONENT REJECTED";2009-03-17
7075636;2013-05-08;"T1161/13-3201";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2013-06-13
3020732;2017-08-04;"T1772/17-3208";"opposition";2017-10-17;9999-12-31;"";9999-12-31
3020732;2017-08-23;"T1772/17-3208";"opposition";2017-10-19;9999-12-31;"";9999-12-31
7107188;2016-08-25;"T1960/16-3203";"opposition";2016-11-04;9999-12-31;"";9999-12-31
8792833;2016-09-30;"T2285/16-3204";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2016-11-30
2740489;2012-04-25;"";"opposition";2012-07-02;9999-12-31;"";9999-12-31
2740489;2012-04-30;"T0983/12-3204";"opposition";2012-07-02;9999-12-31;"REVOCATION OF THE PATENT";2016-05-31
8765196;2018-03-12;"T0681/18-3204";"opposition";2018-05-11;9999-12-31;"";9999-12-31
9163154;2017-04-07;"T0915/17-3502";"opposition";2017-06-16;9999-12-31;"";9999-12-31
5021796;2016-01-27;"T0201/16-3204";"opposition";2016-01-27;9999-12-31;"";9999-12-31
5021796;2016-01-27;"T0201/16-3204";"opposition";2016-03-24;9999-12-31;"";9999-12-31
6125678;2015-03-30;"T0649/15-3204";"opposition";2015-05-29;9999-12-31;"";9999-12-31
9776199;2017-01-20;"T0177/17-3204";"opposition";2017-04-13;9999-12-31;"";9999-12-31
5716518;2015-06-16;"T1234/15-3204";"opposition";2015-08-03;9999-12-31;"";9999-12-31
5716518;2015-07-09;"T1234/15-3204";"opposition";2015-09-15;9999-12-31;"";9999-12-31
1122899;2013-02-11;"T0390/13-3502";"opposition";2013-04-10;9999-12-31;"";9999-12-31
4027646;2015-06-04;"";"opposition";9999-12-31;9999-12-31;"";9999-12-31
7116283;2010-09-07;"T2331/10-3501";"examination";2010-11-05;9999-12-31;"APPEAL OF APPLICANT REJECTED";2017-12-15
7013724;2012-09-21;"T2053/12-3206";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE OPPONENT";2012-11-09
7856251;2013-08-08;"T1665/13-3201";"opposition";2013-10-14;9999-12-31;"APPEAL OF PROPRIETOR REJECTED";2018-03-07
99953725;2009-09-30;"T1965/09-3204";"opposition";2009-12-01;9999-12-31;"MAINTENANCE IN UNAMENDED FORM";2012-09-25
7785628;2014-03-21;"T0675/14-3206";"opposition";2014-06-20;9999-12-31;"WITHDRAWAL OF APPEAL OF THE OPPONENT";2018-04-13
9740667;2017-09-14;"T2319/17-3204";"opposition";2017-11-15;9999-12-31;"";9999-12-31
9777300;2015-01-23;"T0174/15-3205";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE OPPONENT";2015-03-09
5716518;2015-07-14;"T1234/15-3204";"opposition";2015-09-04;9999-12-31;"";9999-12-31
5716518;2015-07-16;"T1234/15-3204";"opposition";2015-09-15;9999-12-31;"";9999-12-31
8758252;2013-07-12;"T1589/13-3205";"opposition";2013-09-26;9999-12-31;"MAINTENANCE IN AMENDED FORM";2017-10-04
7740080;2016-08-17;"T1926/16-3206";"opposition";2016-11-24;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2018-02-26
3024740;2011-08-03;"T1714/11-3204";"opposition";2011-10-05;9999-12-31;"APPEAL OF PROPRIETOR REJECTED";2014-12-05
6761975;2017-01-11;"T0074/17-3204";"opposition";2017-03-21;9999-12-31;"";9999-12-31
6761975;2017-01-18;"T0074/17-3204";"opposition";2017-03-20;9999-12-31;"";9999-12-31
7722543;2016-06-24;"T1503/16-3502";"opposition";2016-09-02;9999-12-31;"";9999-12-31
7722543;2016-07-01;"T1503/16-3502";"opposition";2016-08-26;9999-12-31;"";9999-12-31
12005483;2018-02-16;"T0491/18-3204";"opposition";2018-04-17;9999-12-31;"";9999-12-31
12182635;2017-09-14;"T2072/17-3204";"opposition";2017-11-17;9999-12-31;"";9999-12-31
9007645;2016-03-02;"T0541/16-3204";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE OPPONENT";2016-04-27
6021973;2018-02-15;"T0445/18-3204";"opposition";2018-04-16;9999-12-31;"";9999-12-31
9173575;2018-06-06;"T1430/18-3204";"opposition";9999-12-31;9999-12-31;"";9999-12-31
8700900;2014-06-30;"T1440/14-3204";"opposition";2014-09-24;9999-12-31;"";9999-12-31
8700900;2014-07-23;"T1440/14-3204";"opposition";2014-09-24;9999-12-31;"";9999-12-31
10734687;2017-06-14;"T1393/17-3204";"opposition";9999-12-31;9999-12-31;"";9999-12-31
11707994;2017-03-27;"T0784/17-3204";"opposition";2017-05-24;9999-12-31;"";9999-12-31
922513;2011-04-08;"T0798/11-3204";"opposition";2011-06-10;9999-12-31;"MAINTENANCE IN AMENDED FORM";2014-05-28
3704340;2012-05-10;"T1089/12-3204";"opposition";2012-07-05;9999-12-31;"APPEAL OF PROPRIETOR REJECTED";2015-11-17
3711857;2017-04-20;"T0993/17-3204";"opposition";2017-07-10;9999-12-31;"";9999-12-31
3711857;2017-04-24;"T0993/17-3204";"opposition";2017-07-07;9999-12-31;"";9999-12-31
11700442;2018-04-10;"T0921/18-3502";"opposition";2018-06-11;9999-12-31;"";9999-12-31
80303616;1984-08-13;"T0266/84";"examination";1984-10-23;9999-12-31;"";9999-12-31
3757752;2014-02-12;"T0331/14-3308";"opposition";2014-04-23;9999-12-31;"";9999-12-31
3770927;2009-09-29;"T1984/09-3204";"opposition";2009-12-01;9999-12-31;"APPEAL OF OPPONENT REJECTED";2012-05-22
8875783;2013-04-29;"T1336/13-3204";"examination";2013-04-29;9999-12-31;"APPEAL OF APPLICANT REJECTED";2015-02-11
9015779;2017-01-26;"T0234/17-3203";"opposition";2017-03-30;9999-12-31;"";9999-12-31
10724346;2015-01-07;"";"examination";2015-03-09;2015-04-09;"";9999-12-31
3815540;2015-10-07;"T1964/15-3204";"opposition";2016-01-28;9999-12-31;"";9999-12-31
3815540;2015-12-03;"T1964/15-3204";"opposition";2016-02-03;9999-12-31;"";9999-12-31
4255939;2017-10-18;"T2380/17-3204";"opposition";2017-12-18;9999-12-31;"";9999-12-31
4753821;2012-08-27;"T1921/12-3207";"opposition";2012-11-09;9999-12-31;"REVOCATION OF THE PATENT";2016-10-26
7021437;2015-10-06;"T1949/15-3303";"opposition";2015-12-09;9999-12-31;"";9999-12-31
8837606;2017-09-11;"T0333/18-3503";"examination";2017-11-16;9999-12-31;"";9999-12-31
8716362;2015-06-24;"T1297/15-3204";"opposition";9999-12-31;9999-12-31;"";9999-12-31
8716362;2015-06-26;"T1297/15-3204";"opposition";2015-09-04;9999-12-31;"";9999-12-31
5769632;2012-10-04;"T2170/12-3205";"opposition";2012-12-18;9999-12-31;"APPEAL OF PROPRIETOR REJECTED";2018-01-31
3704340;2012-05-11;"T1089/12-3204";"opposition";2012-07-11;9999-12-31;"APPEAL OF PROPRIETOR REJECTED";2015-11-17
9837281;2015-07-08;"T1897/15-3204";"examination";2015-09-18;9999-12-31;"APPLICATION DEEMED TO BE WITHDRAWN";2017-12-01
4804452;2013-08-20;"T1821/13-3402";"opposition";2013-10-22;9999-12-31;"OTHER KIND OF DISPOSAL";2016-03-18
9012655;2015-08-11;"T1621/15-3204";"opposition";2015-11-23;9999-12-31;"";9999-12-31
11164952;2018-05-08;"T1167/18-3201";"opposition";9999-12-31;9999-12-31;"";9999-12-31
9706104;2017-01-24;"T0202/17-3204";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE OPPONENT";2017-03-22
81900156;1987-04-04;"J0024/87-3101";"examination";9999-12-31;9999-12-31;"APPEAL DEEMED NOT TO HAVE BEEN FILED";1987-11-06
8734968;2015-01-15;"T0135/15-3402";"opposition";2015-03-18;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2018-02-16
6010921;2011-08-25;"T1852/11-3205";"opposition";2011-10-25;9999-12-31;"REVOCATION OF THE PATENT";2016-10-10
10165725;2013-12-06;"T0651/14-3502";"examination";2014-02-21;9999-12-31;"";9999-12-31
10180129;2015-09-23;"T1881/15-3204";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2015-10-29
9167362;2010-02-01;"";"examination";2010-02-01;2010-04-16;"";9999-12-31
9178594;2018-01-09;"T0061/18-3204";"opposition";9999-12-31;9999-12-31;"WITHDRAWAL OF APPEAL OF THE PATENT PROPRIETOR";2018-01-11
79200678;1982-06-05;"T0127/82";"examination";1982-08-20;9999-12-31;"";9999-12-31
92119869;1997-10-07;"T1068/97-3502";"opposition";1997-11-20;9999-12-31;"MAINTENANCE IN UNAMENDED FORM";2000-02-08
10173289;2017-03-28;"T0761/17-3204";"opposition";2017-06-22;9999-12-31;"";9999-12-31
10173289;2017-04-27;"T0761/17-3204";"opposition";2017-07-06;9999-12-31;"";9999-12-31
9178256;2018-05-08;"T1172/18-3502";"opposition";9999-12-31;9999-12-31;"";9999-12-31
10150777;2014-09-11;"T1999/14-3204";"examination";2014-09-11;9999-12-31;"CONTINUATION OF EXAMINATION PROCEDURE";2015-10-16
