id;set_seq_nr;bulletin_year;bulletin_nr;type;seq_nr;country
13167112;2;2014;9;"A";2;"IT"
7104727;3;0;0;"A";1;"DE"
8075047;4;2011;1;"A";1;"IS"
4292801;1;2006;22;"A";3;"HU"
9764098;4;0;0;"A";2;"LT"
98908040;1;1999;47;"A";1;"LI"
7076134;4;2014;28;"A";1;"ES"
7076110;4;2012;13;"A";1;"SI"
6425372;2;2008;19;"A";1;"LU"
8075047;5;2011;18;"A";1;"MC"
9744485;3;0;0;"A";2;"MT"
4292801;2;2006;29;"A";5;"TR"
8870460;3;2014;9;"A";2;"CY"
92119133;1;1993;23;"A";2;"GB"
13167112;3;0;0;"A";2;"FR"
8870460;2;2013;39;"A";2;"PT"
9744485;2;2014;9;"A";2;"NO"
9730599;3;2016;35;"A";2;"LV"
86114395;1;1988;16;"A";2;"GB"
98908040;2;2001;32;"A";2;"AT"
86114395;2;0;0;"A";1;"DE"
8075047;5;2011;18;"A";1;"IT"
7076110;4;2012;13;"A";1;"NL"
8075047;4;2011;1;"A";1;"DE"
9744485;3;0;0;"A";2;"SK"
7076111;2;2010;35;"A";1;"SI"
8870460;3;2014;9;"A";2;"FR"
7076110;4;2012;13;"A";1;"AT"
13167112;2;2014;9;"A";2;"MC"
4292801;1;2006;22;"A";1;"FR"
6126121;4;0;0;"A";1;"DE"
91113634;1;1992;10;"A";1;"DE"
8075047;5;2011;18;"A";1;"CZ"
12152566;2;0;0;"A";2;"RO"
13167112;2;2014;9;"A";2;"EE"
8870460;1;2010;39;"A";2;"HU"
12152566;2;0;0;"A";2;"DK"
81890064;2;0;0;"A";1;"FR"
12152566;2;0;0;"A";2;"HR"
9744485;3;0;0;"A";2;"CZ"
98913566;1;1999;49;"A";1;"SE"
79301012;1;1980;8;"A";2;"DE"
8870460;2;2013;39;"A";2;"CH"
7076134;4;2014;28;"A";1;"IT"
1108887;8;2006;29;"A";2;"GR"
94810654;4;1999;9;"A";1;"SE"
10814644;3;2016;18;"A";3;"PT"
11726665;1;2013;7;"A";1;"CZ"
92119133;2;0;0;"A";1;"DE"
12152566;2;0;0;"A";2;"FI"
98908040;3;0;0;"A";1;"GR"
10814644;3;2016;18;"A";4;"AL"
94810654;5;0;0;"A";1;"GR"
11726665;1;2013;7;"A";1;"CH"
9744485;2;2014;9;"A";2;"PL"
8075047;3;2010;49;"A";1;"HU"
8075047;3;2010;49;"A";1;"SE"
79301012;3;1982;23;"A";2;"DE"
11726665;2;2013;40;"A";1;"BE"
13167112;3;0;0;"A";2;"CH"
12152566;2;0;0;"A";2;"DE"
99929583;1;2001;21;"A";2;"GB"
13167112;3;0;0;"A";2;"MK"
11726665;1;2013;7;"A";1;"IS"
11726665;1;2013;7;"A";1;"LV"
4292801;2;2006;29;"A";2;"DK"
13167112;2;2014;9;"A";2;"DK"
6126121;4;0;0;"A";1;"GB"
12152566;1;2013;31;"A";2;"BE"
9764098;3;2016;35;"A";2;"MC"
9764098;2;2014;10;"A";2;"RO"
7076134;4;2014;28;"A";1;"IE"
7107189;1;2007;44;"A";1;"GB"
9764098;3;2016;35;"A";2;"SI"
8075047;4;2011;1;"A";1;"GR"
12152566;1;2013;31;"A";2;"FI"
13167112;3;0;0;"A";2;"IE"
9730599;4;2017;29;"A";2;"RO"
9764098;4;0;0;"A";2;"PL"
1610082;2;0;0;"A";1;"ES"
8075047;4;2011;1;"A";1;"GB"
10814644;3;2016;18;"A";4;"IT"
8075047;5;2011;18;"A";1;"ES"
8075047;5;2011;18;"A";1;"LI"
98908040;2;2001;32;"A";1;"SE"
89112803;1;1990;6;"A";1;"SE"
12152566;2;0;0;"A";2;"ES"
12152566;2;0;0;"A";2;"GR"
7076111;2;2010;35;"A";1;"DE"
4292801;3;2017;4;"A";4;"CZ"
9730599;4;2017;29;"A";2;"NL"
7076111;2;2010;35;"A";1;"PL"
10814644;3;2016;18;"A";3;"MC"
9764098;3;2016;35;"A";2;"TR"
9764098;3;2016;35;"A";2;"HR"
12152566;1;2013;31;"A";2;"GB"
8870460;1;2010;39;"A";2;"SE"
81890064;2;0;0;"A";1;"LI"
7076134;4;2014;28;"A";1;"SI"
8075047;3;2010;49;"A";1;"CZ"
13167112;3;0;0;"A";2;"ES"
91113634;2;2004;34;"A";1;"LI"
98908040;2;2001;32;"A";1;"IE"
8075047;5;2011;18;"A";1;"GB"
98908040;3;0;0;"A";1;"LU"
98913566;2;2001;32;"A";1;"MC"
10814644;3;2016;18;"A";3;"AL"
98913566;3;0;0;"A";1;"LI"
13167112;2;2014;9;"A";2;"HR"
94810654;4;1999;9;"A";1;"IT"
9764098;3;2016;35;"A";2;"ES"
13167112;2;2014;9;"A";2;"MK"
1108887;7;2006;12;"A";2;"AT"
9744485;3;0;0;"A";2;"IT"
6126121;2;2008;38;"A";1;"GB"
9730599;4;2017;29;"A";2;"CH"
9764098;3;2016;35;"A";2;"AT"
12152566;2;0;0;"A";2;"BG"
98913566;2;2001;32;"A";1;"GB"
9764098;4;0;0;"A";2;"NO"
8870460;1;2010;39;"A";2;"CH"
7076110;4;2012;13;"A";1;"MC"
11726665;2;2013;40;"A";1;"CH"
9744485;3;0;0;"A";2;"LT"
15178362;1;2016;5;"A";1;"FR"
11726665;1;2013;7;"A";1;"IT"
9730599;3;2016;35;"A";2;"CZ"
1108887;7;2006;12;"A";2;"ES"
7076110;4;2012;13;"A";1;"TR"
98913566;1;1999;49;"A";1;"IE"
4292801;1;2006;22;"A";3;"NL"
9744485;3;0;0;"A";2;"EE"
1108887;8;2006;29;"A";2;"TR"
9744485;3;0;0;"A";2;"LV"
9744485;2;2014;9;"A";2;"SM"
9730599;3;2016;35;"A";2;"IT"
11726665;2;2013;40;"A";1;"FR"
10814644;3;2016;18;"A";3;"SK"
89910654;3;0;0;"A";3;"GB"
94810654;4;1999;9;"A";1;"FR"
98913566;1;1999;49;"A";1;"LU"
7076111;2;2010;35;"A";1;"GB"
9744485;2;2014;9;"A";2;"IT"
8075047;3;2010;49;"A";1;"MT"
4292801;3;2017;4;"A";3;"NL"
1610082;2;0;0;"A";1;"DK"
9744485;2;2014;9;"A";2;"IS"
11726665;1;2013;7;"A";1;"FR"
10814644;3;2016;18;"A";3;"RS"
11726665;1;2013;7;"A";1;"FI"
4292801;3;2017;4;"A";2;"AT"
98908040;1;1999;47;"A";2;"AT"
81890064;1;1981;42;"A";1;"FR"
6126121;1;2007;27;"A";1;"GB"
16156238;1;2017;34;"A";2;"SK"
1610082;1;2002;6;"A";2;"CY"
98913566;1;1999;49;"A";1;"GR"
10814644;3;2016;18;"A";4;"GR"
6425372;2;2008;19;"A";1;"HU"
8870460;1;2010;39;"A";2;"RO"
9764098;2;2014;10;"A";2;"NO"
6425372;2;2008;19;"A";1;"IS"
98908040;3;0;0;"A";1;"NL"
8075047;5;2011;18;"A";1;"IS"
8075047;5;2011;18;"A";1;"LV"
79301012;1;1980;8;"A";4;"SE"
6125461;3;0;0;"A";1;"GB"
1610082;1;2002;6;"A";3;"TR"
16156238;1;2017;34;"A";2;"TR"
12152566;1;2013;31;"A";2;"LI"
8870460;3;2014;9;"A";2;"LV"
4292801;1;2006;22;"A";3;"BE"
10814644;3;2016;18;"A";3;"IS"
8075047;3;2010;49;"A";1;"SK"
7076110;4;2012;13;"A";1;"LI"
16156238;1;2017;34;"A";2;"CZ"
6425372;4;2008;48;"A";2;"IT"
8075047;4;2011;1;"A";1;"MT"
8870460;2;2013;39;"A";2;"MC"
7076134;4;2014;28;"A";1;"LI"
9744485;2;2014;9;"A";2;"CZ"
4292801;3;2017;4;"A";2;"DK"
7076111;2;2010;35;"A";1;"LU"
4292801;1;2006;22;"A";3;"GB"
9730599;4;2017;29;"A";2;"MC"
11726665;2;2013;40;"A";1;"BG"
8870460;2;2013;39;"A";2;"IS"
4292801;1;2006;22;"A";3;"PT"
98913566;3;0;0;"A";1;"FI"
4292801;1;2006;22;"A";3;"IS"
1610082;2;0;0;"A";2;"GB"
8075047;3;2010;49;"A";1;"IT"
8870460;3;2014;9;"A";2;"DK"
10814644;3;2016;18;"A";3;"HU"
13167112;2;2014;9;"A";2;"NL"
91113634;1;1992;10;"A";1;"IT"
13167112;3;0;0;"A";2;"SE"
9730599;4;2017;29;"A";2;"AT"
9764098;3;2016;35;"A";2;"NO"
98913566;1;1999;49;"A";1;"NL"
4292801;3;2017;4;"A";3;"FI"
16156238;1;2017;34;"A";2;"AT"
8870460;2;2013;39;"A";2;"AT"
8075047;4;2011;1;"A";1;"ES"
12152566;1;2013;31;"A";2;"RS"
11726665;1;2013;7;"A";1;"IE"
92119133;2;0;0;"A";3;"FR"
89112803;1;1990;6;"A";1;"LI"
98908040;2;2001;32;"A";1;"LI"
13167112;2;2014;9;"A";2;"GB"
8075047;5;2011;18;"A";1;"DE"
7076134;3;2012;11;"A";1;"NL"
4292801;2;2006;29;"A";2;"IT"
8075047;5;2011;18;"A";1;"IE"
4292801;2;2006;29;"A";3;"LI"
98913566;1;1999;49;"A";1;"ES"
8075047;4;2011;1;"A";1;"LV"
10814644;3;2016;18;"A";4;"BG"
98908040;1;1999;47;"A";1;"NL"
9744485;2;2014;9;"A";2;"CY"
1108887;8;2006;29;"A";2;"AT"
8870460;3;2014;9;"A";2;"SK"
98908040;1;1999;47;"A";1;"SE"
12152566;1;2013;31;"A";1;"FR"
7076134;3;2012;11;"A";1;"LV"
9730599;3;2016;35;"A";2;"BG"
1108887;7;2006;12;"A";2;"TR"
8075047;5;2011;18;"A";1;"NO"
8870460;3;2014;9;"A";2;"PT"
9744485;2;2014;9;"A";2;"BG"
7076134;3;2012;11;"A";1;"CZ"
7076110;4;2012;13;"A";1;"BE"
9744485;3;0;0;"A";2;"SI"
98908040;1;1999;47;"A";1;"FI"
92119133;2;0;0;"A";2;"GB"
4292801;2;2006;29;"A";2;"AT"
7076110;4;2012;13;"A";1;"EE"
8870460;1;2010;39;"A";2;"IS"
11726665;1;2013;7;"A";1;"ES"
4292801;2;2006;29;"A";3;"EE"
10814644;3;2016;18;"A";3;"RO"
1610082;1;2002;6;"A";1;"ES"
13167112;3;0;0;"A";2;"GB"
8102677;2;0;0;"A";1;"DE"
6425372;2;2008;19;"A";1;"CH"
16156238;1;2017;34;"A";1;"FR"
13167112;2;2014;9;"A";2;"IS"
11726665;2;2013;40;"A";1;"HU"
11726665;2;2013;40;"A";1;"LI"
9764098;3;2016;35;"A";2;"PL"
8870460;3;2014;9;"A";2;"HR"
79301012;3;1982;23;"A";4;"SE"
79301012;5;0;0;"A";3;"FR"
11726665;1;2013;7;"A";1;"SK"
16156238;1;2017;34;"A";2;"LU"
7076134;3;2012;11;"A";1;"PL"
9730599;4;2017;29;"A";2;"IE"
16156238;1;2017;34;"A";2;"HR"
1610082;1;2002;6;"A";4;"FR"
4292801;2;2006;29;"A";2;"IE"
8870460;2;2013;39;"A";2;"IT"
7076111;2;2010;35;"A";1;"HU"
4292801;1;2006;22;"A";3;"CH"
13167112;2;2014;9;"A";2;"LI"
9764098;4;0;0;"A";2;"FR"
6425372;2;2008;19;"A";1;"PT"
9730599;4;2017;29;"A";2;"PT"
10814644;3;2016;18;"A";3;"LI"
94810654;5;0;0;"A";1;"DK"
12152566;1;2013;31;"A";2;"PL"
4292801;1;2006;22;"A";3;"BG"
7076134;4;2014;28;"A";1;"MT"
9730599;3;2016;35;"A";2;"PT"
4292801;2;2006;29;"A";3;"MC"
9730599;4;2017;29;"A";2;"HR"
9730599;4;2017;29;"A";2;"DK"
12152566;1;2013;31;"A";2;"TR"
13167112;3;0;0;"A";2;"HU"
8870460;2;2013;39;"A";2;"SI"
6126121;4;0;0;"A";1;"FR"
1108887;8;2006;29;"A";2;"FI"
9744485;3;0;0;"A";2;"LI"
9764098;2;2014;10;"A";2;"BE"
11726665;2;2013;40;"A";1;"MK"
98913566;2;2001;32;"A";1;"BE"
91113634;2;2004;34;"A";1;"DE"
90107682;4;0;0;"A";2;"DE"
10814644;3;2016;18;"A";4;"LT"
9744485;2;2014;9;"A";2;"HU"
4292801;1;2006;22;"A";2;"DK"
98908040;2;2001;32;"A";1;"GR"
9730599;3;2016;35;"A";2;"NL"
4292801;2;2006;29;"A";2;"SK"
9730599;2;2014;10;"A";2;"FR"
8075047;3;2010;49;"A";1;"LU"
8075047;3;2010;49;"A";2;"DK"
12152566;1;2013;31;"A";2;"RO"
9730599;3;2016;35;"A";2;"FR"
8075047;3;2010;49;"A";1;"IS"
4292801;3;2017;4;"A";2;"IT"
8075047;3;2010;49;"A";1;"LT"
98908040;3;0;0;"A";1;"FI"
98908040;1;1999;47;"A";1;"DE"
8075047;3;2010;49;"A";1;"PL"
7076134;4;2014;28;"A";1;"CY"
99929583;1;2001;21;"A";1;"FR"
9764098;2;2014;10;"A";2;"SI"
9730599;2;2014;10;"A";2;"AT"
9730599;3;2016;35;"A";2;"BE"
6125461;2;2008;38;"A";1;"FR"
4292801;3;2017;4;"A";2;"ES"
12152566;2;0;0;"A";2;"SM"
12152566;2;0;0;"A";2;"RS"
9744485;3;0;0;"A";2;"IS"
9730599;3;2016;35;"A";2;"CY"
9744485;2;2014;9;"A";2;"CH"
11726665;2;2013;40;"A";1;"FI"
9730599;3;2016;35;"A";2;"NO"
7076134;4;2014;28;"A";1;"IS"
8870460;2;2013;39;"A";2;"GB"
1108887;8;2006;29;"A";1;"DE"
11726665;1;2013;7;"A";1;"NO"
9764098;4;0;0;"A";2;"SM"
12152566;2;0;0;"A";2;"AT"
16156238;1;2017;34;"A";2;"IT"
4292801;1;2006;22;"A";2;"DE"
8870460;1;2010;39;"A";2;"GR"
98908040;2;2001;32;"A";1;"ES"
9744485;3;0;0;"A";2;"HU"
9744485;3;0;0;"A";2;"NO"
13167112;2;2014;9;"A";2;"NO"
9764098;2;2014;10;"A";2;"GR"
11726665;1;2013;7;"A";1;"AL"
9764098;4;0;0;"A";1;"DE"
12152566;1;2013;31;"A";2;"PT"
16156238;1;2017;34;"A";2;"ES"
98908040;2;2001;32;"A";1;"NL"
10814644;3;2016;18;"A";4;"PT"
98908040;2;2001;32;"A";1;"LU"
6425372;2;2008;19;"A";1;"AT"
8870460;1;2010;39;"A";2;"MC"
11726665;2;2013;40;"A";1;"NO"
91113634;1;1992;10;"A";1;"LI"
9744485;3;0;0;"A";2;"MC"
8870460;2;2013;39;"A";2;"HR"
13167112;3;0;0;"A";2;"HR"
79301012;4;1982;36;"A";2;"DE"
7076134;3;2012;11;"A";1;"LT"
12152566;1;2013;31;"A";2;"AL"
8075047;4;2011;1;"A";1;"NO"
8075047;4;2011;1;"A";1;"RO"
6425372;2;2008;19;"A";1;"FR"
13167112;2;2014;9;"A";1;"DE"
91113634;2;2004;34;"A";1;"FR"
9764098;3;2016;35;"A";2;"MT"
9764098;3;2016;35;"A";2;"CH"
9744485;2;2014;9;"A";2;"MK"
8870460;2;2013;39;"A";2;"SK"
13167112;3;0;0;"A";2;"PT"
7076134;3;2012;11;"A";1;"FR"
79301012;1;1980;8;"A";3;"FR"
10814644;3;2016;18;"A";4;"EE"
8075047;3;2010;49;"A";1;"EE"
7076134;4;2014;28;"A";1;"EE"
13167112;2;2014;9;"A";2;"CH"
1610082;2;0;0;"A";2;"LU"
6425372;2;2008;19;"A";1;"LI"
9154477;1;2009;42;"A";1;"DE"
4292801;2;2006;29;"A";2;"ES"
9764098;2;2014;10;"A";2;"MT"
9764098;3;2016;35;"A";2;"SM"
9744485;3;0;0;"A";2;"LU"
11726665;2;2013;40;"A";1;"LT"
901267;1;2002;50;"A";1;"GB"
1108887;8;2006;29;"A";2;"BE"
8870460;3;2014;9;"A";2;"GR"
9764098;4;0;0;"A";2;"CY"
8870460;1;2010;39;"A";2;"ES"
98908040;1;1999;47;"A";1;"IE"
7076111;2;2010;35;"A";1;"RO"
94810654;4;1999;9;"A";1;"DK"
11726665;1;2013;7;"A";1;"PL"
6425372;2;2008;19;"A";1;"CY"
4292801;2;2006;29;"A";1;"FR"
8075047;5;2011;18;"A";1;"EE"
6125461;1;2007;23;"A";1;"GB"
9764098;3;2016;35;"A";2;"NL"
10814644;3;2016;18;"A";4;"FR"
4292801;2;2006;29;"A";3;"CH"
8870460;2;2013;39;"A";2;"DK"
13167112;2;2014;9;"A";2;"ES"
98913566;3;0;0;"A";1;"BE"
9730599;3;2016;35;"A";2;"GR"
13167112;3;0;0;"A";2;"DK"
9730599;4;2017;29;"A";2;"SI"
8075047;4;2011;1;"A";1;"MC"
1108887;7;2006;12;"A";2;"FR"
4292801;2;2006;29;"A";2;"RO"
9730599;3;2016;35;"A";2;"GB"
6425372;5;0;0;"A";2;"IT"
86114395;2;0;0;"A";2;"GB"
1610082;1;2002;6;"A";1;"AT"
9730599;2;2014;10;"A";2;"SE"
4292801;3;2017;4;"A";3;"BE"
10814644;3;2016;18;"A";3;"CZ"
4292801;1;2006;22;"A";3;"GR"
98913566;3;0;0;"A";1;"GR"
94810654;5;0;0;"A";1;"GB"
7107188;1;2007;44;"A";1;"GB"
11726665;1;2013;7;"A";1;"LT"
9730599;3;2016;35;"A";2;"SE"
1108887;7;2006;12;"A";2;"LU"
89112803;1;1990;6;"A";2;"GB"
16156238;1;2017;34;"A";2;"GB"
6425372;2;2008;19;"A";1;"TR"
8870460;2;2013;39;"A";2;"FI"
1610082;2;0;0;"A";2;"BE"
10814644;3;2016;18;"A";3;"GB"
12152566;1;2013;31;"A";2;"MC"
94810654;4;1999;9;"A";1;"LU"
81890064;2;0;0;"A";1;"CH"
89910654;2;1991;32;"A";1;"DE"
12152566;1;2013;31;"A";2;"HR"
9730599;3;2016;35;"A";2;"IS"
16156238;1;2017;34;"A";2;"MC"
9744485;3;0;0;"A";2;"SE"
7076134;3;2012;11;"A";1;"EE"
89910654;3;0;0;"A";2;"FR"
6425372;2;2008;19;"A";1;"SI"
12152566;1;2013;31;"A";2;"ES"
9764098;3;2016;35;"A";2;"MK"
13167112;2;2014;9;"A";2;"SI"
9744485;3;0;0;"A";2;"IE"
7076134;3;2012;11;"A";1;"MT"
4292801;1;2006;22;"A";2;"IT"
12152566;2;0;0;"A";2;"PL"
98913566;2;2001;32;"A";1;"ES"
94810654;4;1999;9;"A";1;"NL"
86114395;1;1988;16;"A";1;"DE"
13167112;2;2014;9;"A";2;"FR"
9764098;2;2014;10;"A";2;"EE"
8075047;5;2011;18;"A";1;"FR"
8870460;3;2014;9;"A";2;"BE"
9744485;3;0;0;"A";2;"CH"
9764098;3;2016;35;"A";2;"LI"
8870460;1;2010;39;"A";2;"LV"
9764098;4;0;0;"A";2;"LI"
9730599;3;2016;35;"A";1;"DE"
9744485;3;0;0;"A";2;"SM"
9764098;4;0;0;"A";2;"IS"
8870460;1;2010;39;"A";2;"DK"
11726665;2;2013;40;"A";1;"AT"
6425372;2;2008;19;"A";1;"LT"
7076134;3;2012;11;"A";1;"CY"
94810654;4;1999;9;"A";2;"AT"
7076134;3;2012;11;"A";1;"HU"
12152566;1;2013;31;"A";2;"DE"
16156238;1;2017;34;"A";2;"IS"
9730599;3;2016;35;"A";2;"AT"
9730599;4;2017;29;"A";2;"LU"
7076110;4;2012;13;"A";1;"LV"
12152566;1;2013;31;"A";2;"SK"
79301012;5;0;0;"A";1;"GB"
1610082;1;2002;6;"A";2;"LI"
98913566;2;2001;32;"A";2;"AT"
9764098;3;2016;35;"A";2;"IT"
7076134;4;2014;28;"A";1;"TR"
8870460;3;2014;9;"A";2;"FI"
9764098;3;2016;35;"A";2;"EE"
11726665;1;2013;7;"A";1;"GB"
8075047;5;2011;18;"A";1;"LU"
