id;set_seq_nr;bulletin_year;bulletin_nr;type;seq_nr;country
1108887;8;2006;29;"A";2;"DK"
7076110;4;2012;13;"A";1;"MT"
4292801;1;2006;22;"A";3;"FI"
7076111;2;2010;35;"A";1;"IT"
79301012;5;0;0;"A";4;"SE"
9764098;2;2014;10;"A";2;"HR"
13167112;2;2014;9;"A";2;"LV"
9744485;3;0;0;"A";2;"FI"
1108887;7;2006;12;"A";2;"GR"
9730599;2;2014;10;"A";2;"LU"
12152566;2;0;0;"A";2;"PT"
7076134;4;2014;28;"A";1;"HU"
1610082;1;2002;6;"A";1;"IT"
89112803;2;0;0;"A";1;"FR"
8075047;3;2010;49;"A";1;"NL"
8075047;3;2010;49;"A";1;"PT"
10814644;3;2016;18;"A";4;"SM"
7076110;4;2012;13;"A";1;"GB"
91113634;1;1992;10;"A";1;"FR"
9764098;3;2016;35;"A";2;"GB"
89112803;2;0;0;"A";1;"IT"
8870460;2;2013;39;"A";2;"LV"
1610082;1;2002;6;"A";1;"DE"
8075047;5;2011;18;"A";1;"RO"
81890064;1;1981;42;"A";2;"SE"
9730599;2;2014;10;"A";2;"LT"
7076111;2;2010;35;"A";1;"SK"
1610082;1;2002;6;"A";2;"FI"
7107188;1;2007;44;"A";1;"ES"
89910654;2;1991;32;"A";2;"FR"
12152566;1;2013;31;"A";2;"LV"
13167112;3;0;0;"A";2;"LI"
8870460;3;2014;9;"A";2;"SI"
98908040;3;0;0;"A";1;"DE"
11726665;1;2013;7;"A";1;"LU"
7076110;4;2012;13;"A";1;"IT"
98908040;3;0;0;"A";1;"SE"
7076111;2;2010;35;"A";1;"BG"
13167112;3;0;0;"A";2;"SI"
7076134;3;2012;11;"A";1;"IT"
4292801;2;2006;29;"A";3;"HU"
7076134;3;2012;11;"A";1;"GB"
11726665;1;2013;7;"A";1;"RO"
8870460;3;2014;9;"A";2;"ES"
10814644;3;2016;18;"A";4;"CY"
16156238;1;2017;34;"A";2;"IE"
94810654;5;0;0;"A";1;"LI"
7076134;4;2014;28;"A";1;"SE"
11726665;2;2013;40;"A";1;"TR"
16156238;1;2017;34;"A";2;"NO"
16156238;1;2017;34;"A";2;"CH"
11726665;2;2013;40;"A";1;"IT"
7104727;2;2008;38;"A";1;"DK"
9744485;3;0;0;"A";2;"NL"
9764098;2;2014;10;"A";2;"LI"
11726665;2;2013;40;"A";1;"SM"
4292801;2;2006;29;"A";3;"LU"
98913566;2;2001;32;"A";1;"NL"
98913566;3;0;0;"A";1;"NL"
12152566;2;0;0;"A";2;"CY"
98908040;3;0;0;"A";1;"PT"
94810654;5;0;0;"A";1;"CH"
1610082;2;0;0;"A";2;"PT"
8870460;1;2010;39;"A";2;"HR"
13167112;2;2014;9;"A";2;"LU"
13167112;3;0;0;"A";2;"GR"
8870460;1;2010;39;"A";2;"TR"
9730599;2;2014;10;"A";2;"BG"
6425372;2;2008;19;"A";1;"SK"
10814644;3;2016;18;"A";4;"GB"
11726665;2;2013;40;"A";1;"MT"
11726665;1;2013;7;"A";1;"NL"
8870460;3;2014;9;"A";2;"RO"
10814644;3;2016;18;"A";3;"CH"
7076111;2;2010;35;"A";1;"BE"
98913566;1;1999;49;"A";1;"DE"
12152566;2;0;0;"A";2;"SK"
10814644;3;2016;18;"A";4;"DE"
9764098;3;2016;35;"A";2;"LU"
98913566;2;2001;32;"A";1;"FR"
9730599;2;2014;10;"A";2;"RO"
8075047;4;2011;1;"A";1;"FR"
98913566;3;0;0;"A";1;"SE"
9764098;4;0;0;"A";2;"GR"
9744485;3;0;0;"A";2;"FR"
98913566;1;1999;49;"A";1;"IT"
8870460;2;2013;39;"A";2;"CZ"
8075047;3;2010;49;"A";1;"GB"
7076134;3;2012;11;"A";1;"PT"
98908040;1;1999;47;"A";1;"PT"
1108887;8;2006;29;"A";2;"CY"
1108887;7;2006;12;"A";1;"DE"
11726665;1;2013;7;"A";1;"LI"
9730599;4;2017;29;"A";2;"ES"
11726665;2;2013;40;"A";1;"PL"
16156238;1;2017;34;"A";2;"LV"
1108887;8;2006;29;"A";2;"MC"
9764098;2;2014;10;"A";2;"MC"
1108887;7;2006;12;"A";1;"GB"
99929583;2;0;0;"A";1;"IT"
8870460;3;2014;9;"A";2;"MC"
9764098;3;2016;35;"A";2;"FR"
6425372;2;2008;19;"A";1;"RO"
11726665;2;2013;40;"A";1;"GB"
91113634;2;2004;34;"A";1;"ES"
11726665;1;2013;7;"A";1;"SM"
9764098;3;2016;35;"A";2;"CY"
9764098;2;2014;10;"A";2;"TR"
8870460;1;2010;39;"A";2;"IE"
13167112;2;2014;9;"A";2;"CZ"
13167112;2;2014;9;"A";2;"FI"
9764098;3;2016;35;"A";2;"SK"
13167112;3;0;0;"A";2;"AT"
86114395;2;0;0;"A";2;"FR"
98913566;1;1999;49;"A";1;"FR"
11726665;1;2013;7;"A";1;"CY"
13167112;3;0;0;"A";2;"BE"
11726665;2;2013;40;"A";1;"HR"
8075047;3;2010;49;"A";1;"BG"
4292801;2;2006;29;"A";3;"SE"
1610082;2;0;0;"A";3;"TR"
10814644;3;2016;18;"A";3;"GR"
12152566;1;2013;31;"A";2;"SI"
8075047;5;2011;18;"A";1;"MT"
11726665;1;2013;7;"A";1;"EE"
9744485;2;2014;9;"A";2;"SK"
9764098;4;0;0;"A";2;"HU"
11726665;2;2013;40;"A";1;"ES"
9730599;2;2014;10;"A";2;"GR"
9730599;2;2014;10;"A";2;"TR"
9730599;2;2014;10;"A";2;"HR"
6425372;2;2008;19;"A";1;"DK"
7076134;4;2014;28;"A";1;"LV"
94810654;5;0;0;"A";1;"ES"
9730599;2;2014;10;"A";2;"FI"
8075047;4;2011;1;"A";1;"CZ"
9764098;4;0;0;"A";2;"MK"
9744485;3;0;0;"A";2;"PT"
7076134;4;2014;28;"A";1;"BG"
98908040;3;0;0;"A";1;"FR"
7107188;1;2007;44;"A";1;"DK"
10814644;3;2016;18;"A";3;"ES"
8075047;5;2011;18;"A";1;"SE"
91113634;2;2004;34;"A";2;"GB"
10814644;3;2016;18;"A";4;"CH"
81890064;1;1981;42;"A";1;"LI"
9764098;4;0;0;"A";2;"CH"
9730599;2;2014;10;"A";2;"LI"
11726665;1;2013;7;"A";1;"MK"
9764098;3;2016;35;"A";2;"CZ"
15808824;1;2017;42;"A";2;"MT"
10814644;3;2016;18;"A";4;"LV"
8870460;2;2013;39;"A";2;"HU"
9764098;2;2014;10;"A";2;"DK"
9764098;4;0;0;"A";2;"FI"
9764098;4;0;0;"A";2;"LU"
8075047;5;2011;18;"A";1;"NL"
10814644;3;2016;18;"A";3;"IT"
12152566;2;0;0;"A";2;"LI"
12152566;2;0;0;"A";2;"SI"
8102677;1;2008;39;"A";1;"GB"
8870460;1;2010;39;"A";2;"SI"
16156238;1;2017;34;"A";2;"AL"
8870460;1;2010;39;"A";2;"MT"
9744485;3;0;0;"A";2;"MK"
98913566;2;2001;32;"A";1;"FI"
8870460;2;2013;39;"A";2;"SE"
7076111;2;2010;35;"A";1;"PT"
6425372;2;2008;19;"A";1;"PL"
13167112;3;0;0;"A";2;"MT"
6126121;3;2009;9;"A";1;"GB"
81890064;2;0;0;"A";1;"DE"
9730599;3;2016;35;"A";2;"SK"
8075047;4;2011;1;"A";1;"NL"
9764098;4;0;0;"A";2;"GB"
7076134;4;2014;28;"A";1;"FR"
8870460;2;2013;39;"A";2;"NO"
11726665;1;2013;7;"A";1;"HU"
11726665;1;2013;7;"A";1;"SE"
98908040;1;1999;47;"A";1;"IT"
4292801;1;2006;22;"A";3;"CY"
10814644;3;2016;18;"A";3;"LT"
9744485;2;2014;9;"A";2;"FR"
99929583;1;2001;21;"A";1;"IT"
8870460;1;2010;39;"A";2;"NO"
9764098;4;0;0;"A";2;"PT"
1108887;8;2006;29;"A";2;"ES"
8870460;1;2010;39;"A";2;"LT"
11726665;2;2013;40;"A";1;"SI"
9730599;2;2014;10;"A";2;"DK"
4292801;1;2006;22;"A";2;"ES"
1610082;2;0;0;"A";1;"IE"
12152566;1;2013;31;"A";2;"SE"
12152566;1;2013;31;"A";2;"SM"
12152566;2;0;0;"A";2;"TR"
98913566;1;1999;49;"A";1;"FI"
6124621;1;2007;22;"A";1;"GB"
8075047;4;2011;1;"A";1;"SK"
8870460;1;2010;39;"A";2;"AT"
15178362;2;0;0;"A";1;"FR"
8870460;2;2013;39;"A";2;"MT"
10168164;1;2011;1;"A";2;"ES"
10814644;3;2016;18;"A";4;"SK"
94810654;4;1999;9;"A";1;"BE"
98913566;3;0;0;"A";1;"DK"
8870460;1;2010;39;"A";2;"GB"
98908040;1;1999;47;"A";1;"FR"
9764098;4;0;0;"A";2;"NL"
7104727;1;2007;40;"A";1;"DE"
7076134;3;2012;11;"A";1;"LI"
9764098;3;2016;35;"A";2;"FI"
98908040;1;1999;47;"A";1;"ES"
8870460;1;2010;39;"A";2;"BE"
1108887;7;2006;12;"A";2;"PT"
7076134;4;2014;28;"A";1;"GB"
9730599;2;2014;10;"A";2;"SK"
8870460;2;2013;39;"A";2;"LU"
9764098;4;0;0;"A";2;"EE"
7076110;4;2012;13;"A";1;"IS"
6125461;1;2007;23;"A";1;"DE"
9744485;2;2014;9;"A";2;"FI"
8075047;3;2010;49;"A";1;"NO"
8075047;3;2010;49;"A";1;"DE"
9764098;4;0;0;"A";2;"MT"
9764098;4;0;0;"A";2;"IT"
13167112;3;0;0;"A";1;"DE"
9730599;2;2014;10;"A";2;"PT"
7104727;2;2008;38;"A";1;"ES"
8075047;5;2011;18;"A";1;"BG"
1610082;1;2002;6;"A";2;"PT"
11726665;2;2013;40;"A";1;"SE"
10814644;3;2016;18;"A";3;"AT"
92119133;1;1993;23;"A";1;"DE"
9730599;4;2017;29;"A";2;"BE"
98908040;3;0;0;"A";2;"AT"
8075047;4;2011;1;"A";1;"HU"
12152566;2;0;0;"A";2;"EE"
7076134;4;2014;28;"A";1;"DE"
98908040;1;1999;47;"A";1;"LU"
98913566;1;1999;49;"A";1;"CH"
6425372;2;2008;19;"A";1;"FI"
98913566;1;1999;49;"A";1;"GB"
9730599;2;2014;10;"A";2;"SI"
9730599;2;2014;10;"A";2;"MC"
12152566;2;0;0;"A";2;"LT"
79301012;3;1982;23;"A";3;"FR"
1108887;7;2006;12;"A";2;"FI"
12152566;2;0;0;"A";1;"FR"
1610082;2;0;0;"A";2;"GR"
8870460;2;2013;39;"A";2;"NL"
11726665;2;2013;40;"A";1;"MC"
8870460;3;2014;9;"A";2;"IE"
8870460;2;2013;39;"A";2;"FR"
94810654;4;1999;9;"A";1;"PT"
13167112;2;2014;9;"A";2;"SE"
13167112;2;2014;9;"A";2;"HU"
7076134;3;2012;11;"A";1;"SE"
7076110;4;2012;13;"A";1;"IE"
12152566;2;0;0;"A";2;"BE"
94810654;5;0;0;"A";1;"IT"
9744485;2;2014;9;"A";2;"PT"
4292801;3;2017;4;"A";2;"PL"
89112803;2;0;0;"A";1;"NL"
13167112;3;0;0;"A";2;"IT"
7076111;2;2010;35;"A";1;"AT"
13167112;3;0;0;"A";2;"LT"
7076134;3;2012;11;"A";1;"TR"
8870460;1;2010;39;"A";1;"DE"
9744485;2;2014;9;"A";2;"GR"
89112803;2;0;0;"A";1;"DE"
9764098;4;0;0;"A";2;"CZ"
6425372;3;2008;24;"A";2;"IT"
12152566;1;2013;31;"A";2;"GR"
6425372;2;2008;19;"A";2;"IT"
10814644;3;2016;18;"A";3;"EE"
6425372;2;2008;19;"A";1;"MC"
9730599;4;2017;29;"A";2;"SK"
98913566;2;2001;32;"A";1;"PT"
13167112;2;2014;9;"A";2;"MT"
9764098;2;2014;10;"A";2;"ES"
9730599;3;2016;35;"A";2;"DK"
9730599;3;2016;35;"A";2;"RO"
6124621;1;2007;22;"A";1;"DE"
9730599;4;2017;29;"A";2;"CY"
7076110;4;2012;13;"A";1;"FR"
7076111;2;2010;35;"A";1;"GR"
6124621;1;2007;22;"A";1;"FR"
1108887;8;2006;29;"A";2;"IE"
9764098;3;2016;35;"A";2;"RO"
7076110;4;2012;13;"A";1;"SE"
7076111;2;2010;35;"A";1;"TR"
4292801;2;2006;29;"A";3;"BG"
11726665;2;2013;40;"A";1;"DK"
7076110;4;2012;13;"A";1;"HU"
9764098;2;2014;10;"A";2;"IE"
98913566;2;2001;32;"A";1;"GR"
9764098;3;2016;35;"A";2;"PT"
7076134;3;2012;11;"A";1;"CH"
7076134;4;2014;28;"A";1;"CZ"
4292801;2;2006;29;"A";3;"IS"
12152566;2;0;0;"A";2;"MC"
8870460;3;2014;9;"A";2;"TR"
1610082;1;2002;6;"A";2;"MC"
6022067;1;2008;17;"A";2;"IT"
98913566;3;0;0;"A";1;"PT"
7076134;3;2012;11;"A";1;"SI"
4292801;1;2006;22;"A";2;"IE"
10814644;3;2016;18;"A";4;"CZ"
98908040;2;2001;32;"A";1;"DK"
9730599;2;2014;10;"A";2;"ES"
12152566;2;0;0;"A";2;"IE"
7076134;3;2012;11;"A";1;"AT"
8075047;5;2011;18;"A";1;"PT"
9744485;2;2014;9;"A";2;"RO"
8870460;3;2014;9;"A";1;"DE"
7107189;1;2007;44;"A";1;"ES"
98908040;3;0;0;"A";1;"IT"
1610082;2;0;0;"A";1;"DE"
9764098;2;2014;10;"A";2;"IT"
1108887;8;2006;29;"A";2;"CH"
4292801;3;2017;4;"A";3;"GR"
8075047;4;2011;1;"A";1;"PT"
8075047;4;2011;1;"A";1;"LU"
98913566;2;2001;32;"A";1;"LU"
10814644;3;2016;18;"A";4;"IS"
8075047;3;2010;49;"A";1;"LV"
98913566;2;2001;32;"A";1;"DE"
89112803;2;0;0;"A";1;"SE"
10814644;3;2016;18;"A";4;"HU"
12152566;1;2013;31;"A";2;"CY"
7076134;3;2012;11;"A";1;"IS"
9154478;1;2009;42;"A";1;"DE"
9730599;2;2014;10;"A";2;"PL"
8870460;2;2013;39;"A";2;"CY"
9744485;3;0;0;"A";2;"PL"
79301012;2;1980;12;"A";2;"DE"
12152566;1;2013;31;"A";2;"LU"
13167112;2;2014;9;"A";2;"CY"
79301012;3;1982;23;"A";1;"GB"
6125461;1;2007;23;"A";1;"FR"
9730599;4;2017;29;"A";2;"BG"
8075047;3;2010;49;"A";1;"RO"
8075047;3;2010;49;"A";1;"CY"
98908040;1;1999;47;"A";1;"MC"
4292801;2;2006;29;"A";3;"FI"
16156238;1;2017;34;"A";2;"SI"
16156238;1;2017;34;"A";2;"LI"
8075047;3;2010;49;"A";1;"CH"
13167112;2;2014;9;"A";2;"BG"
4292801;2;2006;29;"A";3;"PT"
13167112;3;0;0;"A";2;"TR"
4292801;3;2017;4;"A";3;"LI"
6425372;2;2008;19;"A";1;"GR"
9730599;4;2017;29;"A";2;"FR"
16156238;1;2017;34;"A";2;"MK"
98908040;2;2001;32;"A";1;"IT"
99929583;1;2001;21;"A";1;"DE"
13167112;2;2014;9;"A";2;"PL"
11726665;1;2013;7;"A";1;"BG"
7076110;4;2012;13;"A";1;"LT"
7076110;4;2012;13;"A";1;"DE"
8075047;4;2011;1;"A";1;"CY"
11726665;1;2013;7;"A";1;"PT"
1610082;1;2002;6;"A";2;"BE"
9730599;3;2016;35;"A";2;"FI"
94810654;5;0;0;"A";1;"IE"
8075047;4;2011;1;"A";1;"SE"
12152566;1;2013;31;"A";2;"BG"
90107682;2;1998;7;"A";2;"DE"
7076134;4;2014;28;"A";1;"LU"
9744485;3;0;0;"A";2;"BG"
89112803;1;1990;6;"A";1;"CH"
9730599;3;2016;35;"A";2;"TR"
79301012;4;1982;36;"A";4;"SE"
98908040;1;1999;47;"A";1;"CH"
8075047;5;2011;18;"A";1;"HU"
9764098;3;2016;35;"A";2;"SE"
94810654;4;1999;9;"A";1;"GR"
6425372;2;2008;19;"A";1;"ES"
7076134;3;2012;11;"A";1;"IE"
12152566;2;0;0;"A";2;"MT"
7076134;4;2014;28;"A";1;"NL"
11726665;2;2013;40;"A";1;"IE"
13167112;3;0;0;"A";2;"MC"
9764098;4;0;0;"A";2;"BG"
7076134;3;2012;11;"A";1;"LU"
8870460;3;2014;9;"A";2;"AT"
1108887;7;2006;12;"A";2;"CY"
9744485;2;2014;9;"A";1;"DE"
98908040;2;2001;32;"A";1;"CH"
9730599;4;2017;29;"A";2;"FI"
13167112;2;2014;9;"A";2;"SM"
7076134;3;2012;11;"A";1;"ES"
10814644;3;2016;18;"A";4;"RO"
6425372;2;2008;19;"A";1;"BE"
8870460;1;2010;39;"A";2;"EE"
9744485;3;0;0;"A";2;"GB"
7076111;2;2010;35;"A";1;"CY"
8075047;5;2011;18;"A";1;"CY"
98913566;1;1999;49;"A";2;"AT"
6425372;2;2008;19;"A";1;"IE"
98908040;3;0;0;"A";1;"GB"
89112803;1;1990;6;"A";1;"IT"
7076134;3;2012;11;"A";1;"MC"
94810654;5;0;0;"A";1;"BE"
16156238;1;2017;34;"A";2;"EE"
8870460;2;2013;39;"A";2;"EE"
79301012;2;1980;12;"A";4;"SE"
9764098;2;2014;10;"A";2;"LT"
9744485;3;0;0;"A";2;"CY"
8870460;3;2014;9;"A";2;"LI"
8870460;2;2013;39;"A";2;"PL"
8075047;5;2011;18;"A";1;"PL"
8870460;1;2010;39;"A";2;"CZ"
9730599;2;2014;10;"A";2;"CY"
13167112;3;0;0;"A";2;"EE"
9764098;3;2016;35;"A";2;"BG"
4292801;1;2006;22;"A";4;"CZ"
9730599;2;2014;10;"A";2;"BE"
8075047;3;2010;49;"A";1;"FR"
4292801;2;2006;29;"A";3;"CY"
16156238;1;2017;34;"A";2;"HU"
98908040;3;0;0;"A";1;"CH"
16156238;1;2017;34;"A";2;"NL"
9764098;4;0;0;"A";2;"SE"
16156238;1;2017;34;"A";2;"SE"
1108887;8;2006;29;"A";2;"IT"
4292801;3;2017;4;"A";2;"DE"
8870460;2;2013;39;"A";2;"BG"
12152566;1;2013;31;"A";2;"NL"
8075047;4;2011;1;"A";1;"BG"
9730599;4;2017;29;"A";2;"PL"
1108887;7;2006;12;"A";2;"DK"
10814644;3;2016;18;"A";3;"MT"
8102677;1;2008;39;"A";1;"IT"
98908040;2;2001;32;"A";1;"GB"
4292801;3;2017;4;"A";1;"FR"
9744485;2;2014;9;"A";2;"HR"
7076134;4;2014;28;"A";1;"SK"
9730599;2;2014;10;"A";1;"DE"
8075047;4;2011;1;"A";1;"PL"
97100480;1;1997;30;"A";2;"GB"
91113634;2;2004;34;"A";1;"IT"
9744485;2;2014;9;"A";2;"DK"
8075047;4;2011;1;"A";1;"BE"
9764098;2;2014;10;"A";2;"GB"
10814644;3;2016;18;"A";3;"LV"
98913566;1;1999;49;"A";1;"MC"
1610082;2;0;0;"A";2;"NL"
9764098;2;2014;10;"A";2;"CY"
79301012;2;1980;12;"A";3;"FR"
4292801;3;2017;4;"A";2;"IE"
9764098;3;2016;35;"A";2;"LV"
98908040;1;1999;47;"A";1;"GB"
16156238;1;2017;34;"A";2;"LT"
98913566;3;0;0;"A";1;"DE"
98908040;2;2001;32;"A";1;"MC"
4292801;3;2017;4;"A";3;"BG"
7076110;4;2012;13;"A";1;"CZ"
1610082;2;0;0;"A";1;"IT"
8075047;5;2011;18;"A";1;"SK"
11726665;2;2013;40;"A";1;"CZ"
9764098;4;0;0;"A";2;"LV"
9730599;4;2017;29;"A";2;"GR"
7076110;4;2012;13;"A";1;"ES"
9744485;2;2014;9;"A";2;"BE"
8870460;3;2014;9;"A";2;"LT"
1610082;1;2002;6;"A";2;"GR"
4292801;3;2017;4;"A";3;"SI"
16156238;1;2017;34;"A";2;"DE"
8870460;1;2010;39;"A";2;"LI"
98913566;1;1999;49;"A";1;"PT"
