id;bulletin_year;bulletin_nr;licensee_seq_nr;licensee_country
6755831;2008;34;"01";"PT"
8707361;2011;23;"01  01";"HU"
5796256;2010;45;"01  01";"LV"
11767374;2015;24;"01  01";"AL"
13892077;2016;17;"01";"SM"
4447286;2006;32;"01  00";"AT"
5773954;2008;34;"01";"CY"
14837373;2018;17;"01";"SK"
11290434;2013;40;"01";"GB"
9735221;2013;25;"01";"IS"
8707361;2011;23;"01  01";"PL"
14837373;2018;17;"01";"FR"
9737113;2013;25;"01";"MT"
9785200;2013;25;"01";"PT"
4447286;2006;32;"01  00";"ES"
8701733;2012;6;"01";"CY"
5766122;2010;42;"01";"LT"
4447286;2006;32;"01  00";"SI"
11719360;2013;25;"01";"BE"
5000115;2008;34;"01";"CZ"
5000275;2008;34;"01";"IT"
5766122;2010;42;"01";"FR"
6755831;2008;34;"01";"NL"
5000275;2008;34;"01";"PT"
9735221;2013;25;"01";"ES"
5773954;2008;34;"01";"CZ"
8715664;2014;30;"03  01";"PT"
11719360;2013;25;"01";"SM"
6755831;2008;34;"01";"CH"
4793855;2009;33;"01";"TR"
5766122;2010;42;"01";"AT"
11804640;2015;24;"01  01";"HU"
4727186;2008;2;"01  00";"HU"
5766122;2010;42;"01";"TR"
11290434;2013;40;"01";"MT"
8701733;2012;6;"01";"IE"
9737113;2013;25;"01";"NO"
5796256;2010;45;"01  01";"TR"
8715664;2011;23;"01  01";"BE"
8715664;2014;30;"02  01";"SE"
8707361;2011;23;"01  01";"HR"
5796256;2010;45;"01  01";"AT"
13892077;2016;17;"01";"SE"
8776077;2013;25;"01";"GB"
9290794;2013;40;"01";"PT"
8701733;2012;6;"01";"IT"
11290434;2013;40;"01";"CH"
5000115;2008;34;"01";"IS"
11731468;2013;25;"01";"ES"
8715664;2014;30;"01  01";"PT"
8715664;2014;30;"01  01";"CZ"
8715664;2014;30;"01  01";"CH"
11703242;2013;25;"01";"NO"
15794271;2018;21;"01  00";"FR"
11767374;2015;24;"01  01";"GR"
8715664;2014;30;"02  01";"MT"
9785200;2013;25;"01";"HU"
8715664;2014;30;"03  01";"GR"
10742603;2013;29;"01";"FI"
9785200;2013;25;"01";"CY"
9785200;2013;25;"01";"PL"
14837373;2018;17;"01";"GB"
7705633;2008;34;"01";"NL"
8715664;2011;23;"01  01";"LU"
5773954;2008;34;"01";"PT"
8715664;2011;23;"01  01";"FR"
11804640;2015;24;"01  01";"MT"
9290794;2013;40;"01";"SK"
11290434;2013;40;"01";"AL"
11719360;2013;25;"01";"EE"
11767374;2015;24;"01  01";"FR"
5000275;2008;34;"01";"TR"
11719360;2013;25;"01";"IS"
5766122;2010;42;"01";"LV"
3405133;2005;3;"01";"TR"
14837373;2018;17;"01";"DE"
6076187;2009;36;"01";"SK"
3405133;2005;3;"01";"IE"
11703242;2013;25;"01";"RO"
9785200;2013;25;"01";"FR"
90303340;0;0;"01  00";"ES"
4447286;2006;32;"01  00";"TR"
4727186;2008;2;"01  00";"FI"
10788117;2013;25;"01";"MC"
82200582;0;0;"01  00";"BE"
13892077;2016;17;"01";"FI"
8701733;2012;6;"01";"LV"
6755831;2008;34;"01";"SK"
8707361;2011;23;"01  01";"GB"
4793855;2009;33;"01";"SK"
11731468;2013;25;"01";"MC"
5000115;2008;34;"01";"CH"
15794271;2018;21;"01  00";"RS"
9725403;2013;25;"01";"IT"
10742603;2014;9;"01  01";"LV"
8715664;2014;30;"03  01";"ES"
10742603;2013;29;"01";"AT"
11703242;2013;25;"01";"SE"
9725403;2013;25;"01";"AT"
82200582;0;0;"01  00";"AT"
9725403;2013;25;"01";"LV"
9009059;2014;13;"01";"BE"
9009059;2014;13;"01";"DE"
11767374;2015;24;"01  01";"RO"
9737113;2013;25;"01";"CH"
8715664;2014;30;"03  01";"RO"
8776077;2013;25;"01";"MT"
5000115;2008;34;"01";"DE"
8715664;2011;23;"01  01";"IT"
5000115;2008;34;"01";"NL"
9290794;2013;40;"01";"IE"
8715664;2014;30;"02  01";"BG"
11710901;2013;17;"01  01";"LT"
5000115;2008;34;"01";"AT"
11804640;2015;24;"01  01";"SM"
5000275;2008;34;"01";"AT"
8715664;2014;30;"02  01";"GR"
8715664;2014;30;"01  01";"LV"
11703242;2013;25;"01";"IE"
82200582;0;0;"01  00";"IT"
6841815;2009;8;"01  01";"CZ"
8701733;2012;6;"01";"EE"
3405133;2005;3;"01";"SK"
8707361;2011;23;"01  01";"RO"
82200582;0;0;"01  00";"LU"
4447286;2006;32;"01  00";"RO"
8715664;2014;30;"01  01";"FR"
9737113;2013;25;"01";"GR"
4793855;2009;33;"01";"BG"
5766122;2010;52;"02";"CY"
9785200;2013;25;"01";"SE"
11767374;2015;24;"01  01";"DE"
9735221;2013;25;"01";"LU"
5796256;2010;45;"01  01";"LU"
8715664;2011;23;"01  01";"SK"
4727188;2008;2;"01  00";"GR"
5766122;2010;42;"01";"IS"
11290434;2013;40;"01";"PT"
5766122;2010;52;"02";"LV"
11804640;2015;24;"01  01";"LV"
11767374;2015;24;"01  01";"CY"
8707361;2011;23;"01  01";"FR"
8701733;2012;6;"01";"LU"
10788117;2013;25;"01";"ES"
4727187;2008;2;"01  00";"TR"
13892077;2016;17;"01";"BG"
11703242;2013;25;"01";"FR"
4727187;2008;2;"01  00";"IT"
13892077;2016;17;"01";"RS"
11767374;2015;24;"01  01";"MT"
7705633;2008;34;"01";"IS"
15794271;2018;21;"01  00";"IS"
5000275;2008;34;"01";"RO"
8715664;2014;30;"01  01";"IT"
4727186;2008;2;"01  00";"RO"
9735221;2013;25;"01";"SE"
5766122;2010;52;"01";"AT"
4727188;2008;2;"01  00";"RO"
6755831;2008;34;"01";"CY"
11731468;2013;25;"01";"PT"
6076187;2009;36;"01";"MC"
11804640;2015;24;"01  01";"GR"
5773954;2008;34;"01";"EE"
9737113;2013;25;"01";"IT"
4793855;2009;33;"01";"DK"
14837373;2018;17;"01";"NL"
8715664;2014;30;"02  01";"DE"
10788117;2013;25;"01";"IS"
8707361;2011;23;"01  01";"IT"
11719360;2013;25;"01";"IE"
11804640;2015;24;"01  01";"AL"
4727187;2008;2;"01  00";"MC"
6841815;2009;8;"01  01";"LT"
8715664;2014;30;"03  01";"LT"
11710901;2013;17;"01  01";"BE"
10788117;2013;25;"01";"TR"
9290794;2013;40;"01";"DE"
15794271;2018;21;"01  00";"EE"
5766122;2010;52;"02";"RO"
3405133;2005;3;"01";"LU"
11767374;2015;24;"01  01";"NL"
11710901;2013;17;"01  01";"TR"
14837373;2018;17;"01";"LU"
9009058;2014;13;"01";"LU"
90303340;0;0;"01  00";"LI"
5766122;2010;42;"01";"IE"
13892077;2016;17;"01";"HR"
9785200;2013;25;"01";"MT"
8715664;2014;30;"03  01";"EE"
9725403;2013;25;"01";"MT"
11804640;2015;24;"01  01";"IT"
9290794;2013;40;"01";"LU"
90303340;0;0;"01  00";"DK"
9735221;2013;25;"01";"MK"
11719360;2013;25;"01";"CZ"
9009058;2014;13;"01";"GR"
5766122;2010;52;"01";"TR"
11290434;2013;40;"01";"SK"
5796256;2010;45;"01  01";"BG"
5796256;2010;45;"01  01";"SE"
8715664;2014;30;"01  01";"DE"
9290794;2013;40;"01";"IS"
4793855;2009;33;"01";"BE"
11719360;2013;25;"01";"LU"
10742603;2014;9;"01  01";"GB"
9009059;2014;13;"01";"CY"
13892077;2016;17;"01";"BE"
4727188;2008;2;"01  00";"DK"
5766122;2010;52;"02";"SK"
5766122;2010;52;"01";"PL"
5766122;2010;52;"02";"PT"
14837373;2018;17;"01";"DK"
6841815;2009;8;"01  01";"RO"
9725403;2013;25;"01";"EE"
5766122;2010;42;"01";"BE"
8776077;2013;25;"01";"FR"
11731468;2013;25;"01";"SE"
4727187;2008;2;"01  00";"BE"
10742603;2014;9;"01  01";"IE"
11731468;2013;25;"01";"FR"
8776077;2013;25;"01";"SE"
14837373;2018;17;"01";"LV"
8776077;2013;25;"01";"LU"
13892077;2016;17;"01";"DE"
4727186;2008;2;"01  00";"DE"
4727187;2008;2;"01  00";"AT"
10742603;2014;9;"01  01";"FI"
9737113;2013;25;"01";"PT"
9785200;2013;25;"01";"CZ"
5766122;2010;52;"01";"SK"
8715664;2011;23;"01  01";"PT"
11731468;2013;25;"01";"GR"
11719360;2013;25;"01";"HR"
4447286;2006;32;"01  00";"PL"
8715664;2014;30;"02  01";"EE"
8715664;2011;23;"01  01";"EE"
9009058;2014;13;"01";"SM"
11804640;2015;24;"01  01";"PL"
4727186;2008;2;"01  00";"PL"
8776077;2013;25;"01";"CY"
8715664;2011;23;"01  01";"IS"
5766122;2010;42;"01";"GB"
8701733;2012;6;"01";"SK"
11804640;2015;24;"01  01";"PT"
6076187;2009;36;"01";"EE"
11767374;2015;24;"01  01";"LU"
11710901;2013;17;"01  01";"HR"
6841815;2009;8;"01  01";"GR"
5766122;2010;52;"01";"RO"
7705633;2008;34;"01";"BG"
9009058;2014;13;"01";"PT"
8715664;2011;23;"01  01";"CY"
14837373;2018;17;"01";"PL"
6841815;2009;8;"01  01";"BE"
11290434;2013;40;"01";"FR"
7705633;2008;34;"01";"CY"
4727187;2008;2;"01  00";"SI"
11290434;2013;40;"01";"NL"
10742603;2013;29;"01";"CH"
4727187;2008;2;"01  00";"IE"
5773954;2008;34;"01";"PL"
11804640;2015;24;"01  01";"DE"
9009059;2014;13;"01";"GR"
8715664;2014;30;"01  01";"LU"
6755831;2008;34;"01";"BG"
8715664;2014;30;"02  01";"BE"
8715664;2011;23;"01  01";"SE"
14837373;2018;17;"01";"RO"
9725403;2013;25;"01";"HR"
9735221;2013;25;"01";"FI"
4727187;2008;2;"01  00";"GB"
10788117;2013;25;"01";"EE"
9785200;2013;25;"01";"CH"
4727187;2008;2;"01  00";"SE"
11731468;2013;25;"01";"RS"
10788117;2013;25;"01";"AT"
8776077;2013;25;"01";"PT"
10742603;2013;29;"01";"HR"
9737113;2013;25;"01";"DK"
11719360;2013;25;"01";"LT"
13892077;2016;17;"01";"FR"
13892077;2016;17;"01";"LV"
10742603;2013;29;"01";"CY"
10788117;2013;25;"01";"SK"
11710901;2013;17;"01  01";"DK"
5766122;2010;42;"01";"IT"
10742603;2014;9;"01  01";"LU"
8776077;2013;25;"01";"GR"
6755831;2008;34;"01";"AT"
5000275;2008;34;"01";"ES"
8707361;2011;23;"01  01";"ES"
6755831;2008;34;"01";"TR"
10742603;2014;9;"01  01";"NL"
5766122;2010;42;"01";"CZ"
8715664;2014;30;"01  01";"CY"
9737113;2013;25;"01";"SI"
4447286;2006;32;"01  00";"IE"
5796256;2010;45;"01  01";"PL"
10742603;2014;9;"01  01";"CY"
8715664;2011;23;"01  01";"PL"
9735221;2013;25;"01";"PL"
11804640;2015;24;"01  01";"SK"
7705633;2008;34;"01";"FR"
8715664;2014;30;"01  01";"NL"
9737113;2013;25;"01";"AT"
8701733;2012;6;"01";"FI"
5766122;2010;52;"02";"LU"
8707361;2011;23;"01  01";"LU"
8715664;2014;30;"02  01";"TR"
11767374;2015;24;"01  01";"MK"
8715664;2014;30;"03  01";"FI"
5766122;2010;52;"01";"LU"
6841815;2009;8;"01  01";"IT"
5773954;2008;34;"01";"GB"
11703242;2013;25;"01";"DE"
10742603;2014;9;"01  01";"PT"
9735221;2013;25;"01";"PT"
90303340;0;0;"01  00";"GB"
11719360;2013;25;"01";"TR"
5000275;2008;34;"01";"EE"
6076187;2009;36;"01";"IE"
10742603;2014;9;"01  01";"SK"
10788117;2013;25;"01";"SE"
11703242;2013;25;"01";"IS"
8707361;2011;23;"01  01";"MC"
9735221;2013;25;"01";"FR"
6755831;2008;34;"01";"SE"
82200582;0;0;"01  00";"NL"
9735221;2013;25;"01";"IE"
11731468;2013;25;"01";"LV"
8701733;2012;6;"01";"PT"
5000115;2008;34;"01";"MC"
5796256;2010;45;"01  01";"SK"
8715664;2014;30;"02  01";"PL"
11290434;2013;40;"01";"SM"
9735221;2013;25;"01";"CY"
5766122;2010;52;"01";"PT"
5000275;2008;34;"01";"MC"
4727188;2008;2;"01  00";"LU"
6841815;2009;8;"01  01";"HU"
15794271;2018;21;"01  00";"DE"
4793855;2009;33;"01";"CY"
4727188;2008;2;"01  00";"SI"
10742603;2014;9;"01  01";"PL"
11703242;2013;25;"01";"NL"
11290434;2013;40;"01";"HU"
8715664;2014;30;"03  01";"SI"
5766122;2010;52;"01";"DK"
11719360;2013;25;"01";"FI"
6841815;2009;8;"01  01";"TR"
6841815;2009;8;"01  01";"AT"
9735221;2013;25;"01";"NL"
9290794;2013;40;"01";"EE"
5766122;2010;52;"02";"PL"
8715664;2011;23;"01  01";"FI"
5773954;2008;34;"01";"GR"
4727188;2008;2;"01  00";"NL"
4727187;2008;2;"01  00";"GR"
11710901;2013;17;"01  01";"LV"
9737113;2013;25;"01";"EE"
5766122;2010;52;"01";"BE"
5000275;2008;34;"01";"BE"
5000115;2008;34;"01";"TR"
9725403;2013;25;"01";"SI"
8715664;2014;30;"01  01";"RO"
5766122;2010;42;"01";"HU"
10742603;2014;9;"01  01";"BG"
9785200;2013;25;"01";"DE"
11731468;2013;25;"01";"LT"
11710901;2013;17;"01  01";"SI"
5000115;2008;34;"01";"DK"
9737113;2013;25;"01";"RO"
14837373;2018;17;"01";"TR"
3405133;2005;3;"01";"CH"
9725403;2013;25;"01";"IS"
15794271;2018;21;"01  00";"LT"
4727186;2008;2;"01  00";"BE"
15794271;2018;21;"01  00";"HR"
8715664;2014;30;"02  01";"MC"
10788117;2013;25;"01";"GR"
5000115;2008;34;"01";"LU"
5796256;2010;45;"01  01";"HU"
14837373;2018;17;"01";"FI"
11767374;2015;24;"01  01";"SM"
8707361;2011;23;"01  01";"SE"
11290434;2013;40;"01";"MK"
5796256;2010;45;"01  01";"RO"
9290794;2013;40;"01";"NO"
11731468;2013;25;"01";"DK"
11710901;2013;17;"01  01";"AT"
9009059;2014;13;"01";"FI"
9290794;2013;40;"01";"LV"
8776077;2013;25;"01";"BG"
8707361;2011;23;"01  01";"IS"
8701733;2012;6;"01";"NL"
11703242;2013;25;"01";"SM"
9725403;2013;25;"01";"NL"
9725403;2013;25;"01";"TR"
8707361;2011;23;"01  01";"NL"
6841815;2009;8;"01  01";"IE"
11719360;2013;25;"01";"GB"
8715664;2014;30;"03  01";"HR"
10788117;2013;25;"01";"IE"
5796256;2010;45;"01  01";"IS"
8715664;2011;23;"01  01";"DE"
8701733;2012;6;"01";"FR"
9009059;2014;13;"01";"IE"
5766122;2010;52;"01";"SI"
11767374;2015;24;"01  01";"CH"
11710901;2013;17;"01  01";"IE"
5773954;2008;34;"01";"RO"
7705633;2008;34;"01";"RO"
10788117;2013;25;"01";"CZ"
6076187;2009;36;"01";"TR"
9290794;2013;40;"01";"CH"
8715664;2014;30;"03  01";"TR"
8701733;2012;6;"01";"DE"
10742603;2013;29;"01";"CZ"
8776077;2013;25;"01";"RO"
9290794;2013;40;"01";"SE"
13892077;2016;17;"01";"CY"
9725403;2013;25;"01";"IE"
15794271;2018;21;"01  00";"MC"
6076187;2009;36;"01";"RO"
8715664;2014;30;"01  01";"GB"
11290434;2013;40;"01";"SI"
5796256;2010;45;"01  01";"NL"
6841815;2009;8;"01  01";"PL"
9009059;2014;13;"01";"HR"
8715664;2014;30;"01  01";"FI"
9737113;2013;25;"01";"FI"
9009058;2014;13;"01";"SI"
6076187;2009;36;"01";"SI"
4793855;2009;33;"01";"HU"
9009058;2014;13;"01";"AT"
10788117;2013;25;"01";"DK"
7705633;2008;34;"01";"LV"
9725403;2013;25;"01";"DK"
5773954;2008;34;"01";"FI"
13892077;2016;17;"01";"SI"
11767374;2015;24;"01  01";"NO"
14837373;2018;17;"01";"GR"
9009059;2014;13;"01";"LT"
9009059;2014;13;"01";"DK"
90303340;0;0;"01  00";"BE"
11290434;2013;40;"01";"LU"
7705633;2008;34;"01";"LU"
8715664;2011;23;"01  01";"NL"
15794271;2018;21;"01  00";"CH"
8715664;2014;30;"03  01";"IE"
5796256;2010;45;"01  01";"PT"
4447286;2006;32;"01  00";"MC"
11731468;2013;25;"01";"RO"
9785200;2013;25;"01";"IE"
11719360;2013;25;"01";"DK"
4793855;2009;33;"01";"CZ"
5766122;2010;52;"01";"BG"
8707361;2011;23;"01  01";"EE"
9735221;2013;25;"01";"BG"
4727187;2008;2;"01  00";"HU"
8707361;2011;23;"01  01";"IE"
9785200;2013;25;"01";"LT"
8776077;2013;25;"01";"BE"
4447286;2006;32;"01  00";"EE"
7705633;2008;34;"01";"SK"
14837373;2018;17;"01";"RS"
11767374;2015;24;"01  01";"IS"
11767374;2015;24;"01  01";"LV"
14837373;2018;17;"01";"SM"
11710901;2013;17;"01  01";"GR"
5000275;2008;34;"01";"DK"
8715664;2014;30;"01  01";"SE"
7705633;2008;34;"01";"PT"
90303340;0;0;"01  00";"IT"
15794271;2018;21;"01  00";"DK"
5000115;2008;34;"01";"LT"
5773954;2008;34;"01";"DK"
11719360;2013;25;"01";"MC"
5000275;2008;34;"01";"SI"
8715664;2014;30;"03  01";"CH"
5000115;2008;34;"01";"IE"
10742603;2013;29;"01";"HU"
11767374;2015;24;"01  01";"BE"
6755831;2008;34;"01";"GB"
6841815;2009;8;"01  01";"DK"
15794271;2018;21;"01  00";"ES"
6841815;2009;8;"01  01";"ES"
10742603;2013;29;"01";"MC"
9737113;2013;25;"01";"HR"
5766122;2010;42;"01";"NL"
15794271;2018;21;"01  00";"TR"
9290794;2013;40;"01";"HU"
5000275;2008;34;"01";"IE"
9009058;2014;13;"01";"ES"
8715664;2014;30;"03  01";"DK"
14837373;2018;17;"01";"PT"
7705633;2008;34;"01";"SE"
11804640;2015;24;"01  01";"LU"
5766122;2010;52;"01";"GR"
3405133;2005;3;"01";"EE"
4727188;2008;2;"01  00";"FI"
11804640;2015;24;"01  01";"CY"
9737113;2013;25;"01";"CY"
9737113;2013;25;"01";"BG"
9725403;2013;25;"01";"SE"
6841815;2009;8;"01  01";"FI"
8715664;2014;30;"03  01";"BE"
9009059;2014;13;"01";"RO"
90303340;0;0;"01  00";"AT"
10742603;2013;29;"01";"EE"
7705633;2008;34;"01";"PL"
5766122;2010;42;"01";"EE"
4727186;2008;2;"01  00";"DK"
5766122;2010;52;"02";"FI"
11767374;2015;24;"01  01";"BG"
11731468;2013;25;"01";"PL"
8707361;2011;23;"01  01";"DE"
5766122;2010;42;"01";"ES"
8715664;2014;30;"02  01";"AT"
11731468;2013;25;"01";"FI"
5766122;2010;52;"02";"NL"
8701733;2012;6;"01";"PL"
11719360;2013;25;"01";"CH"
15794271;2018;21;"01  00";"MK"
8776077;2013;25;"01";"PL"
11767374;2015;24;"01  01";"FI"
10742603;2013;29;"01";"IT"
11804640;2015;24;"01  01";"BE"
11767374;2015;24;"01  01";"CZ"
4793855;2009;33;"01";"CH"
9290794;2013;40;"01";"IT"
11719360;2013;25;"01";"MK"
11710901;2013;17;"01  01";"PT"
13892077;2016;17;"01";"RO"
5000275;2008;34;"01";"GR"
9725403;2013;25;"01";"MC"
5000115;2008;34;"01";"IT"
4727186;2008;2;"01  00";"BG"
9785200;2013;25;"01";"NO"
9290794;2013;40;"01";"MT"
9009058;2014;13;"01";"MC"
15794271;2018;21;"01  00";"SI"
4727188;2008;2;"01  00";"ES"
4793855;2009;33;"01";"PT"
5000115;2008;34;"01";"GB"
4447286;2006;32;"01  00";"LT"
11767374;2015;24;"01  01";"HU"
8707361;2011;23;"01  01";"LV"
10742603;2013;29;"01";"MT"
10742603;2013;29;"01";"GB"
10742603;2013;29;"01";"NO"
11710901;2013;17;"01  01";"SK"
11731468;2013;25;"01";"SI"
4793855;2009;33;"01";"SE"
11719360;2013;25;"01";"RS"
10742603;2013;29;"01";"IE"
3405133;2005;3;"01";"LI"
5766122;2010;52;"02";"FR"
4447286;2006;32;"01  00";"DK"
11731468;2013;25;"01";"NL"
14837373;2018;17;"01";"BG"
6755831;2008;34;"01";"RO"
11703242;2013;25;"01";"PL"
15794271;2018;21;"01  00";"GR"
4727188;2008;2;"01  00";"TR"
11710901;2013;17;"01  01";"ES"
11703242;2013;25;"01";"AL"
8715664;2014;30;"02  01";"DK"
11710901;2013;17;"01  01";"MC"
4793855;2009;33;"01";"GB"
4727186;2008;2;"01  00";"GR"
9009058;2014;13;"01";"TR"
11767374;2015;24;"01  01";"IT"
9725403;2013;25;"01";"CH"
3405133;2005;3;"01";"IT"
15794271;2018;21;"01  00";"IT"
11710901;2013;17;"01  01";"RO"
9737113;2013;25;"01";"SM"
6076187;2009;36;"01";"ES"
9009058;2014;13;"01";"DK"
4727186;2008;2;"01  00";"SI"
13892077;2016;17;"01";"AT"
9009058;2014;13;"01";"IE"
3405133;2005;3;"01";"SI"
9009059;2014;13;"01";"AT"
9009059;2014;13;"01";"SI"
6755831;2008;34;"01";"DK"
10788117;2013;25;"01";"GB"
8701733;2012;6;"01";"RO"
9725403;2013;25;"01";"MK"
5773954;2008;34;"01";"TR"
11719360;2013;25;"01";"AT"
8707361;2011;23;"01  01";"SI"
9785200;2013;25;"01";"ES"
9290794;2013;40;"01";"GB"
6755831;2008;34;"01";"PL"
5766122;2010;42;"01";"SI"
5000115;2008;34;"01";"HU"
9725403;2013;25;"01";"NO"
9785200;2013;25;"01";"EE"
15794271;2018;21;"01  00";"AT"
5796256;2010;45;"01  01";"FI"
9009058;2014;13;"01";"HR"
9725403;2013;25;"01";"HU"
9785200;2013;25;"01";"MC"
8776077;2013;25;"01";"TR"
13892077;2016;17;"01";"DK"
10742603;2013;29;"01";"MK"
3405133;2005;3;"01";"SE"
15794271;2018;21;"01  00";"BE"
13892077;2016;17;"01";"GR"
10788117;2013;25;"01";"NO"
8707361;2011;23;"01  01";"LT"
9009058;2014;13;"01";"LT"
5773954;2008;34;"01";"SK"
8715664;2014;30;"03  01";"MC"
8701733;2012;6;"01";"SE"
4793855;2009;33;"01";"RO"
5766122;2010;42;"01";"LU"
5000115;2008;34;"01";"SE"
5796256;2010;45;"01  01";"DE"
8715664;2014;30;"01  01";"BG"
4727187;2008;2;"01  00";"CH"
10788117;2013;25;"01";"HU"
8776077;2013;25;"01";"DK"
11710901;2013;17;"01  01";"RS"
5000275;2008;34;"01";"LT"
5773954;2008;34;"01";"BE"
5766122;2010;52;"02";"GR"
11767374;2015;24;"01  01";"GB"
9735221;2013;25;"01";"DE"
8715664;2014;30;"03  01";"MT"
8715664;2011;23;"01  01";"RO"
11290434;2013;40;"01";"FI"
5000115;2008;34;"01";"SI"
9725403;2013;25;"01";"LT"
4727187;2008;2;"01  00";"NL"
3405133;2005;3;"01";"CZ"
8715664;2014;30;"03  01";"IT"
8715664;2014;30;"02  01";"PT"
11290434;2013;40;"01";"CY"
5766122;2010;42;"01";"CH"
5766122;2010;42;"01";"SE"
10742603;2014;9;"01  01";"RO"
4727187;2008;2;"01  00";"EE"
10742603;2013;29;"01";"BE"
10788117;2013;25;"01";"CH"
9725403;2013;25;"01";"CZ"
11731468;2013;25;"01";"AT"
10742603;2013;29;"01";"ES"
6841815;2009;8;"01  01";"MC"
3405133;2005;3;"01";"NL"
7705633;2008;34;"01";"GR"
4727188;2008;2;"01  00";"AT"
3405133;2005;3;"01";"HU"
11290434;2013;40;"01";"BG"
6755831;2008;34;"01";"GR"
4793855;2009;33;"01";"DE"
8715664;2014;30;"01  01";"GR"
6076187;2009;36;"01";"IT"
9290794;2013;40;"01";"MK"
11731468;2013;25;"01";"TR"
9785200;2013;25;"01";"MK"
11703242;2013;25;"01";"CY"
9009059;2014;13;"01";"MC"
90303340;0;0;"01  00";"CH"
8776077;2013;25;"01";"SK"
8701733;2012;6;"01";"BG"
8715664;2014;30;"02  01";"CY"
11731468;2013;25;"01";"HR"
11767374;2015;24;"01  01";"SE"
8715664;2014;30;"01  01";"SK"
4727187;2008;2;"01  00";"CZ"
8715664;2014;30;"02  01";"FI"
5766122;2010;52;"01";"FI"
9725403;2013;25;"01";"GB"
11731468;2013;25;"01";"IE"
11719360;2013;25;"01";"SI"
4793855;2009;33;"01";"LU"
9785200;2013;25;"01";"IT"
5000115;2008;34;"01";"EE"
10788117;2013;25;"01";"IT"
6841815;2009;8;"01  01";"PT"
3405133;2005;3;"01";"GB"
14837373;2018;17;"01";"AT"
9290794;2013;40;"01";"CZ"
14837373;2018;17;"01";"SI"
11719360;2013;25;"01";"ES"
4727188;2008;2;"01  00";"MC"
9737113;2013;25;"01";"SK"
5766122;2010;52;"01";"CY"
4447286;2006;32;"01  00";"IT"
7705633;2008;34;"01";"FI"
6841815;2009;8;"01  01";"SK"
6755831;2008;34;"01";"BE"
8715664;2011;23;"01  01";"BG"
14837373;2018;17;"01";"HR"
9009059;2014;13;"01";"IT"
15794271;2018;21;"01  00";"CY"
11804640;2015;24;"01  01";"AT"
5766122;2010;52;"02";"BE"
14837373;2018;17;"01";"HU"
13892077;2016;17;"01";"GB"
9009058;2014;13;"01";"FR"
7705633;2008;34;"01";"CH"
4727186;2008;2;"01  00";"NL"
8715664;2014;30;"01  01";"HU"
5796256;2010;45;"01  01";"GB"
6755831;2008;34;"01";"CZ"
6076187;2009;36;"01";"BE"
90303340;0;0;"01  00";"GR"
9009058;2014;13;"01";"RO"
5000115;2008;34;"01";"ES"
9290794;2013;40;"01";"FR"
4727187;2008;2;"01  00";"DK"
8707361;2011;23;"01  01";"CH"
8707361;2011;23;"01  01";"NO"
11731468;2013;25;"01";"BE"
10788117;2013;25;"01";"MT"
4793855;2009;33;"01";"FR"
5796256;2010;45;"01  01";"CY"
8715664;2011;23;"01  01";"LV"
11804640;2015;24;"01  01";"NL"
11703242;2013;25;"01";"SK"
6076187;2009;36;"01";"DK"
9737113;2013;25;"01";"PL"
8715664;2014;30;"01  01";"PL"
11290434;2013;40;"01";"PL"
8776077;2013;25;"01";"AT"
4727186;2008;2;"01  00";"AT"
5773954;2008;34;"01";"AT"
8707361;2011;23;"01  01";"MT"
